insertId,jsonPayload.application,jsonPayload.container,jsonPayload.container_logname,jsonPayload.filename,jsonPayload.message,"'labels.""compute.googleapis.com/resource_id""","'labels.""compute.googleapis.com/resource_name""","'labels.""compute.googleapis.com/zone""","'labels.""goog-drz-cloudfunctions-id""","'labels.""goog-drz-cloudfunctions-location""","'labels.""goog-managed-by""",labels.instanceId,"'labels.""run.googleapis.com/base_image_versions""",logName,receiveLocation,receiveTimestamp,resource.labels.cluster_name,resource.labels.cluster_uuid,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.region,resource.labels.revision_name,resource.labels.service_name,resource.type,textPayload,timestamp
9gj0c4xjpypw4e3a2,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-1.log","'  getBytesOnDisk()  = 1532101",4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:45.462178516Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:39.584513064Z"
9gj0c4xjpypw4e3a1,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-1.log","'  getNumBytes()     = 1532101",4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:45.462178516Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:39.584273522Z"
dw4u1fm7vbxkilkj0,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getBlockURI()     = file:/hadoop/dfs/data/current/BP-1133165532-10.142.0.7-1763408023554/current/finalized/subdir0/subdir0/blk_1073741875 for deletion",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.672347042Z"
dw4u1fm7vbxkilki9,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getVolume()       = /hadoop/dfs/data",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.672183320Z"
dw4u1fm7vbxkilki8,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getVisibleLength()= 290182",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.671991865Z"
dw4u1fm7vbxkilki7,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getBytesOnDisk()  = 290182",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.671750292Z"
dw4u1fm7vbxkilki6,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getNumBytes()     = 290182",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.671526503Z"
dw4u1fm7vbxkilki3,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getBlockURI()     = file:/hadoop/dfs/data/current/BP-1133165532-10.142.0.7-1763408023554/current/finalized/subdir0/subdir0/blk_1073741874 for deletion",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.670797252Z"
dw4u1fm7vbxkilki2,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getVolume()       = /hadoop/dfs/data",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.670587943Z"
dw4u1fm7vbxkilki1,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getVisibleLength()= 42404",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.670335422Z"
dw4u1fm7vbxkilki0,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getBytesOnDisk()  = 42404",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.670108021Z"
dw4u1fm7vbxkilkh9,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getNumBytes()     = 42404",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.669911793Z"
dw4u1fm7vbxkilkh6,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getBlockURI()     = file:/hadoop/dfs/data/current/BP-1133165532-10.142.0.7-1763408023554/current/finalized/subdir0/subdir0/blk_1073741873 for deletion",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.669184144Z"
dw4u1fm7vbxkilkh5,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getVolume()       = /hadoop/dfs/data",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.668917071Z"
dw4u1fm7vbxkilkh4,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getVisibleLength()= 1532101",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.668728952Z"
dw4u1fm7vbxkilkh3,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getBytesOnDisk()  = 1532101",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.668537121Z"
dw4u1fm7vbxkilkh2,,,,"'hadoop-hdfs-datanode-nettalco-cluster-w-0.log","'  getNumBytes()     = 1532101",7083619496278542621,"'nettalco-cluster-w-0","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/hadoop-hdfs-datanode",,"'2025-12-02T02:04:38.738603439Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:04:37.668254604Z"
9gj0c4xjpypw4e2t6,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Writing page checksums is: on,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.575304906Z"
9gj0c4xjpypw4e2t5,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Page row count limit to 20000,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.575102840Z"
9gj0c4xjpypw4e2t4,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Bloom filter expected number of distinct values are: null,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.574692590Z"
9gj0c4xjpypw4e2t3,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Max Bloom filter size for a column is 1048576,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.574390097Z"
9gj0c4xjpypw4e2t2,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Bloom filter enabled: false,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.574094938Z"
9gj0c4xjpypw4e2t1,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Truncate length for statistics min/max  is: 2147483647,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.573900084Z"
9gj0c4xjpypw4e2t0,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Truncate length for column indexes is: 64,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.573585926Z"
9gj0c4xjpypw4e2s9,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Max row count for page size check is: 10000,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.573261225Z"
9gj0c4xjpypw4e2s8,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Min row count for page size check is: 100,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.572892741Z"
9gj0c4xjpypw4e2s7,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Page size checking is: estimated,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.572588494Z"
9gj0c4xjpypw4e2s6,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Writer version is: PARQUET_1_0,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.572258185Z"
9gj0c4xjpypw4e2s5,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Dictionary is true,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.571938560Z"
9gj0c4xjpypw4e2s4,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Parquet dictionary page size to 1048576,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.571675309Z"
9gj0c4xjpypw4e2s3,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Parquet page size to 1048576,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:51.580620115Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:47.571315915Z"
9gj0c4xjpypw4e2r4,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Writing page checksums is: on,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:45.471629541Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:44.579866963Z"
9gj0c4xjpypw4e2r3,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Page row count limit to 20000,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:45.471629541Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:44.579560770Z"
9gj0c4xjpypw4e2r2,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Bloom filter expected number of distinct values are: null,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:45.471629541Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:44.579279765Z"
9gj0c4xjpypw4e2r1,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Max Bloom filter size for a column is 1048576,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:45.471629541Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:44.578812575Z"
9gj0c4xjpypw4e2r0,application_1764487936651_0015,container_1764487936651_0015_01_000001,stderr,application_1764487936651_0015.container_1764487936651_0015_01_000001.stderr,Bloom filter enabled: false,4809950276057745692,"'nettalco-cluster-w-1","'us-east1-c",,,,,,"'projects/nettalco-data-478503/logs/yarn-userlogs",,"'2025-12-02T02:03:45.471629541Z","'nettalco-cluster","'6a7a4c81-c3f1-442f-bf06-59039bdee059",,,"'nettalco-data-478503","'us-east1",,,cloud_dataproc_cluster,,"'2025-12-02T02:03:44.578312231Z"
