1000080,DUPLICADO/RIESGO/FRAUDE,18/01/2022 23:18,,21/01/2022 23:18,61,CAJAMARCA,SAN MIGUEL,LLAPA,NORTE
1000081,PENDIENTE,15/02/2022 18:56,18/02/2022 18:56,,,LIMA,CANTA,HUAMANTANGA,LIMA
1000082,DUPLICADO/RIESGO/FRAUDE,06/09/2022 12:45,,08/09/2022 12:45,71,SAN MARTIN,SAN MARTIN,CHIPURANA,NORTE
1000083,RECHAZADO,22/03/2022 00:06,24/03/2022 00:06,30/03/2022 00:06,3,ICA,PISCO,HUANCANO,SUR
1000084,RECHAZADO,12/06/2022 16:45,13/06/2022 16:45,20/06/2022 16:45,90,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,CENTRO
1000085,PENDIENTE,07/06/2022 08:32,,,,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,NORTE
1000086,PENDIENTE,17/02/2022 19:19,,,,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,CENTRO
1000087,ATENDIDO,10/08/2022 02:03,10/08/2022 02:03,12/08/2022 02:03,,HUANUCO,DOS DE MAYO,SILLAPATA,CENTRO
1000088,RECHAZADO,30/04/2022 07:53,30/04/2022 07:53,05/05/2022 07:53,63,HUANCAVELICA,TAYACAJA,SURCUBAMBA,CENTRO
1000089,DUPLICADO/RIESGO/FRAUDE,19/10/2022 11:40,,20/10/2022 11:40,85,HUANUCO,MARAÑON,SAN BUENAVENTURA,CENTRO
1000090,DUPLICADO/RIESGO/FRAUDE,29/03/2022 22:29,,03/04/2022 22:29,50,AMAZONAS,BAGUA,LA PECA,NORTE
1000091,RECHAZADO,01/01/2022 15:22,02/01/2022 15:22,13/01/2022 15:22,62,JUNIN,HUANCAYO,SICAYA,CENTRO
1000092,DUPLICADO/RIESGO/FRAUDE,28/03/2022 17:38,,30/03/2022 17:38,82,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,CENTRO
1000093,DUPLICADO/RIESGO/FRAUDE,13/08/2022 04:45,,17/08/2022 04:45,9,AMAZONAS,BONGARA,JUMBILLA,NORTE
1000094,PENDIENTE,13/10/2022 15:52,16/10/2022 15:52,,,LA LIBERTAD,PATAZ,URPAY,NORTE
1000095,DUPLICADO/RIESGO/FRAUDE,07/05/2022 03:54,,11/05/2022 03:54,72,ANCASH,PALLASCA,CABANA,CENTRO
1000096,RECHAZADO,05/02/2022 21:37,05/02/2022 21:37,13/02/2022 21:37,72,AMAZONAS,UTCUBAMBA,LONYA GRANDE,NORTE
1000097,ATENDIDO,06/05/2022 11:07,09/05/2022 11:07,18/05/2022 11:07,,JUNIN,HUANCAYO,EL TAMBO,CENTRO
1000098,RECHAZADO,07/09/2022 02:24,08/09/2022 02:24,23/09/2022 02:24,85,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,CENTRO
1000099,ATENDIDO,27/03/2022 23:50,27/03/2022 23:50,03/04/2022 23:50,,UCAYALI,ATALAYA,SEPAHUA,CENTRO
1000100,PENDIENTE,15/11/2022 01:21,,,,AMAZONAS,BONGARA,RECTA,NORTE
1000101,PENDIENTE,05/07/2022 08:34,07/07/2022 08:34,,,CUSCO,ACOMAYO,POMACANCHI,SUR
1000102,ATENDIDO,21/05/2022 11:45,21/05/2022 11:45,25/05/2022 11:45,,AMAZONAS,CHACHAPOYAS,CHETO,NORTE
1000103,DUPLICADO/RIESGO/FRAUDE,02/11/2022 22:00,,07/11/2022 22:00,46,APURIMAC,ANDAHUAYLAS,TALAVERA,SUR
1000104,DUPLICADO/RIESGO/FRAUDE,23/04/2022 20:18,,27/04/2022 20:18,79,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,CENTRO
1000105,RECHAZADO,18/09/2022 09:01,21/09/2022 09:01,27/09/2022 09:01,32,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,SUR
1000106,PENDIENTE,05/06/2022 13:14,,,,CAJAMARCA,CONTUMAZA,GUZMANGO,NORTE
1000107,PENDIENTE,03/05/2022 10:35,,,,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,NORTE
1000108,DUPLICADO/RIESGO/FRAUDE,10/10/2022 00:19,,13/10/2022 00:19,56,AMAZONAS,CONDORCANQUI,EL CENEPA,NORTE
1000109,ATENDIDO,28/04/2022 19:11,29/04/2022 19:11,14/05/2022 19:11,,CAJAMARCA,CHOTA,LAJAS,NORTE
1000110,RECHAZADO,14/01/2022 20:31,14/01/2022 20:31,22/01/2022 20:31,94,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,NORTE
1000111,DUPLICADO/RIESGO/FRAUDE,03/12/2022 23:31,,06/12/2022 23:31,26,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,CENTRO
1000112,ATENDIDO,05/09/2022 14:04,05/09/2022 14:04,19/09/2022 14:04,,HUANUCO,AMBO,CONCHAMARCA,CENTRO
1000113,RECHAZADO,22/10/2022 18:50,22/10/2022 18:50,25/10/2022 18:50,96,SAN MARTIN,SAN MARTIN,PAPAPLAYA,NORTE
1000114,ATENDIDO,09/02/2022 09:53,09/02/2022 09:53,13/02/2022 09:53,,APURIMAC,ANDAHUAYLAS,CHIARA,SUR
1000115,DUPLICADO/RIESGO/FRAUDE,26/09/2022 12:59,,30/09/2022 12:59,6,AMAZONAS,LUYA,COLCAMAR,NORTE
1000116,RECHAZADO,22/11/2022 08:35,22/11/2022 08:35,24/11/2022 08:35,74,PUNO,HUANCANE,ROSASPATA,SUR
1000117,RECHAZADO,03/02/2022 20:17,06/02/2022 20:17,17/02/2022 20:17,7,PIURA,AYABACA,JILILI,NORTE
1000118,PENDIENTE,18/10/2022 11:02,19/10/2022 11:02,,,LIMA,CANTA,SANTA ROSA DE QUIVES,LIMA
1000119,DUPLICADO/RIESGO/FRAUDE,08/05/2022 13:09,,11/05/2022 13:09,36,SAN MARTIN,SAN MARTIN,MORALES,NORTE
1000120,RECHAZADO,10/05/2022 22:47,10/05/2022 22:47,22/05/2022 22:47,53,CUSCO,ACOMAYO,ACOS,SUR
1000121,RECHAZADO,09/01/2022 07:43,11/01/2022 07:43,20/01/2022 07:43,34,PUNO,PUNO,CHUCUITO,SUR
1000122,ATENDIDO,26/07/2022 22:19,28/07/2022 22:19,03/08/2022 22:19,,ICA,ICA,OCUCAJE,SUR
1000123,ATENDIDO,28/01/2022 08:00,31/01/2022 08:00,07/02/2022 08:00,,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,NORTE
1000124,DUPLICADO/RIESGO/FRAUDE,20/06/2022 11:42,,25/06/2022 11:42,66,LORETO,DATEM DEL MARAÑON,PASTAZA,NORTE
1000125,DUPLICADO/RIESGO/FRAUDE,18/09/2022 22:23,,20/09/2022 22:23,41,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,SUR
1000126,ATENDIDO,05/01/2022 07:56,07/01/2022 07:56,17/01/2022 07:56,,HUANUCO,DOS DE MAYO,YANAS,CENTRO
1000127,DUPLICADO/RIESGO/FRAUDE,26/12/2022 17:51,,27/12/2022 17:51,8,PASCO,OXAPAMPA,POZUZO,CENTRO
1000128,PENDIENTE,17/12/2022 19:07,18/12/2022 19:07,,,AMAZONAS,LUYA,LONYA CHICO,NORTE
1000129,PENDIENTE,24/06/2022 23:50,26/06/2022 23:50,,,AREQUIPA,AREQUIPA,AREQUIPA,SUR
1000130,RECHAZADO,25/06/2022 11:47,28/06/2022 11:47,04/07/2022 11:47,60,ANCASH,MARISCAL LUZURIAGA,MUSGA,CENTRO
1000131,PENDIENTE,16/01/2022 17:34,,,,APURIMAC,CHINCHEROS,EL PORVENIR,SUR
1000132,PENDIENTE,07/04/2022 20:51,,,,CAJAMARCA,CELENDIN,CELENDIN,NORTE
1000133,DUPLICADO/RIESGO/FRAUDE,10/06/2022 04:17,,14/06/2022 04:17,36,CUSCO,QUISPICANCHI,OCONGATE,SUR
1000134,PENDIENTE,18/04/2022 15:58,,,,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CENTRO
1000135,DUPLICADO/RIESGO/FRAUDE,29/11/2022 16:22,,03/12/2022 16:22,40,SAN MARTIN,SAN MARTIN,MORALES,NORTE
1000136,RECHAZADO,25/06/2022 22:04,28/06/2022 22:04,09/07/2022 22:04,14,PUNO,YUNGUYO,CUTURAPI,SUR
1000137,DUPLICADO/RIESGO/FRAUDE,12/06/2022 04:38,,17/06/2022 04:38,9,PUNO,PUNO,PICHACANI,SUR
1000138,ATENDIDO,03/12/2022 05:07,06/12/2022 05:07,18/12/2022 05:07,,LIMA,HUARAL,HUARAL,LIMA
1000139,DUPLICADO/RIESGO/FRAUDE,01/11/2022 12:48,,05/11/2022 12:48,37,LA LIBERTAD,BOLIVAR,BAMBAMARCA,NORTE
1000140,PENDIENTE,22/08/2022 02:34,24/08/2022 02:34,,,JUNIN,JAUJA,MASMA CHICCHE,CENTRO
1000141,ATENDIDO,21/08/2022 02:33,24/08/2022 02:33,06/09/2022 02:33,,CAJAMARCA,CELENDIN,OXAMARCA,NORTE
1000142,RECHAZADO,26/10/2022 04:18,26/10/2022 04:18,28/10/2022 04:18,33,PUNO,MELGAR,NUÑOA,SUR
1000143,RECHAZADO,24/08/2022 00:13,24/08/2022 00:13,03/09/2022 00:13,67,HUANCAVELICA,CASTROVIRREYNA,COCAS,CENTRO
1000144,ATENDIDO,18/06/2022 09:43,19/06/2022 09:43,04/07/2022 09:43,,JUNIN,YAULI,PACCHA,CENTRO
1000145,ATENDIDO,28/02/2022 11:46,03/03/2022 11:46,11/03/2022 11:46,,CAJAMARCA,SANTA CRUZ,PULAN,NORTE
1000146,DUPLICADO/RIESGO/FRAUDE,17/01/2022 20:03,,18/01/2022 20:03,85,JUNIN,YAULI,HUAY-HUAY,CENTRO
1000147,ATENDIDO,12/09/2022 15:58,12/09/2022 15:58,25/09/2022 15:58,,JUNIN,TARMA,PALCAMAYO,CENTRO
1000148,ATENDIDO,26/05/2022 13:33,29/05/2022 13:33,11/06/2022 13:33,,ICA,NASCA,NASCA,SUR
1000149,PENDIENTE,30/10/2022 03:15,01/11/2022 03:15,,,LIMA,LIMA,SANTIAGO DE SURCO,LIMA
1000150,RECHAZADO,09/11/2022 05:21,09/11/2022 05:21,22/11/2022 05:21,16,ANCASH,HUARAZ,PARIACOTO,CENTRO
1000151,RECHAZADO,15/02/2022 01:31,15/02/2022 01:31,17/02/2022 01:31,78,LIMA,YAUYOS,HONGOS,LIMA
1000152,RECHAZADO,20/05/2022 17:11,20/05/2022 17:11,28/05/2022 17:11,4,CAJAMARCA,SAN MIGUEL,CATILLUC,NORTE
1000153,DUPLICADO/RIESGO/FRAUDE,25/04/2022 02:23,,30/04/2022 02:23,10,HUANUCO,PACHITEA,PANAO,CENTRO
1000154,ATENDIDO,19/12/2022 06:30,20/12/2022 06:30,03/01/2023 06:30,,CALLAO,CALLAO,CALLAO,LIMA
1000155,PENDIENTE,05/11/2022 02:10,,,,APURIMAC,ANDAHUAYLAS,HUANCARAMA,SUR
1000156,PENDIENTE,04/07/2022 06:45,,,,JUNIN,JAUJA,JAUJA,CENTRO
1000157,RECHAZADO,30/08/2022 12:11,30/08/2022 12:11,13/09/2022 12:11,73,AMAZONAS,CHACHAPOYAS,BALSAS,NORTE
1000158,DUPLICADO/RIESGO/FRAUDE,23/06/2022 13:41,,24/06/2022 13:41,1,SAN MARTIN,BELLAVISTA,ALTO BIAVO,NORTE
1000159,DUPLICADO/RIESGO/FRAUDE,13/07/2022 08:13,,18/07/2022 08:13,36,CUSCO,URUBAMBA,HUAYLLABAMBA,SUR
1000160,ATENDIDO,31/12/2022 23:28,01/01/2023 23:28,14/01/2023 23:28,,PUNO,CARABAYA,COASA,SUR
1000161,DUPLICADO/RIESGO/FRAUDE,23/01/2022 22:11,,26/01/2022 22:11,59,ANCASH,SIHUAS,QUICHES,CENTRO
1000162,PENDIENTE,23/06/2022 13:19,26/06/2022 13:19,,,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,CENTRO
1000163,ATENDIDO,19/03/2022 04:34,19/03/2022 04:34,21/03/2022 04:34,,LIMA,CAÑETE,QUILMANA,LIMA
1000164,PENDIENTE,26/11/2022 13:06,27/11/2022 13:06,,,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,CENTRO
1000165,RECHAZADO,15/06/2022 23:52,15/06/2022 23:52,30/06/2022 23:52,41,SAN MARTIN,HUALLAGA,SACANCHE,NORTE
1000166,PENDIENTE,30/03/2022 03:25,,,,CUSCO,PAUCARTAMBO,HUANCARANI,SUR
1000167,PENDIENTE,22/11/2022 07:55,22/11/2022 07:55,,,LIMA,HUAURA,AMBAR,LIMA
1000168,PENDIENTE,02/06/2022 02:48,,,,LIMA,HUARAL,SUMBILCA,LIMA
1000169,DUPLICADO/RIESGO/FRAUDE,22/02/2022 23:07,,25/02/2022 23:07,31,AREQUIPA,CARAVELI,CHALA,SUR
1000170,PENDIENTE,11/05/2022 10:41,,,,PUNO,SAN ANTONIO DE PUTINA,PUTINA,SUR
1000171,ATENDIDO,14/09/2022 12:50,15/09/2022 12:50,20/09/2022 12:50,,CUSCO,LA CONVENCION,HUAYOPATA,SUR
1000172,ATENDIDO,21/06/2022 22:33,21/06/2022 22:33,30/06/2022 22:33,,LIMA,YAUYOS,LARAOS,LIMA
1000173,ATENDIDO,11/10/2022 08:02,13/10/2022 08:02,16/10/2022 08:02,,PUNO,AZANGARO,ACHAYA,SUR
1000174,RECHAZADO,31/08/2022 01:50,02/09/2022 01:50,07/09/2022 01:50,3,LIMA,YAUYOS,MIRAFLORES,LIMA
1000175,ATENDIDO,10/04/2022 01:19,12/04/2022 01:19,27/04/2022 01:19,,ANCASH,BOLOGNESI,PACLLON,CENTRO
1000176,RECHAZADO,12/11/2022 06:42,12/11/2022 06:42,27/11/2022 06:42,76,CAJAMARCA,CONTUMAZA,YONAN,NORTE
1000177,RECHAZADO,24/06/2022 16:11,24/06/2022 16:11,09/07/2022 16:11,92,CUSCO,ANTA,CHINCHAYPUJIO,SUR
1000178,ATENDIDO,17/12/2022 01:02,17/12/2022 01:02,26/12/2022 01:02,,LIMA,HUAROCHIRI,SAN ANTONIO,LIMA
1000179,PENDIENTE,16/02/2022 23:30,,,,LA LIBERTAD,GRAN CHIMU,MARMOT,NORTE
1000180,DUPLICADO/RIESGO/FRAUDE,15/10/2022 16:48,,16/10/2022 16:48,82,JUNIN,JAUJA,HUARIPAMPA,CENTRO
1000181,ATENDIDO,24/03/2022 20:52,26/03/2022 20:52,31/03/2022 20:52,,AYACUCHO,CANGALLO,TOTOS,CENTRO
1000182,ATENDIDO,23/04/2022 22:13,25/04/2022 22:13,05/05/2022 22:13,,JUNIN,CHANCHAMAYO,SAN RAMON,CENTRO
1000183,ATENDIDO,02/06/2022 22:40,03/06/2022 22:40,09/06/2022 22:40,,PUNO,SANDIA,ALTO INAMBARI,SUR
1000184,ATENDIDO,13/01/2022 14:27,13/01/2022 14:27,27/01/2022 14:27,,AREQUIPA,LA UNION,QUECHUALLA,SUR
1000185,RECHAZADO,19/03/2022 11:33,21/03/2022 11:33,01/04/2022 11:33,9,CALLAO,CALLAO,MI PERU,LIMA
1000186,DUPLICADO/RIESGO/FRAUDE,30/07/2022 06:10,,03/08/2022 06:10,18,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,CENTRO
1000187,DUPLICADO/RIESGO/FRAUDE,07/08/2022 02:09,,10/08/2022 02:09,64,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,NORTE
1000188,DUPLICADO/RIESGO/FRAUDE,08/05/2022 06:12,,10/05/2022 06:12,4,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,SUR
1000189,ATENDIDO,21/10/2022 17:53,23/10/2022 17:53,07/11/2022 17:53,,PUNO,CHUCUITO,KELLUYO,SUR
1000190,DUPLICADO/RIESGO/FRAUDE,01/07/2022 08:47,,04/07/2022 08:47,85,ANCASH,YUNGAY,SHUPLUY,CENTRO
1000191,RECHAZADO,26/03/2022 05:20,29/03/2022 05:20,09/04/2022 05:20,86,AREQUIPA,CARAVELI,BELLA UNION,SUR
1000192,ATENDIDO,04/10/2022 15:32,07/10/2022 15:32,12/10/2022 15:32,,AMAZONAS,UTCUBAMBA,CUMBA,NORTE
1000193,PENDIENTE,08/03/2022 03:32,09/03/2022 03:32,,,LIMA,LIMA,BREÑA,LIMA
1000194,PENDIENTE,23/07/2022 13:54,26/07/2022 13:54,,,CAJAMARCA,CAJAMARCA,JESUS,NORTE
