id_communication,SMS_received
5663288,0
5720903,0
5622623,0
5686634,0
5710953,0
5664910,0
5713990,0
5687090,0
5730686,0
5678911,0
5752754,0
5656277,0
5653541,0
5605182,0
5653551,0
5661051,0
5676817,0
5722910,0
5662528,0
5662602,0
5705665,0
5672576,0
5699158,0
5734006,0
5624417,0
5707318,0
5713583,0
5675224,0
5673555,0
5541123,0
5541325,0
5629920,0
5705999,0
5641919,0
5655998,0
5560385,0
5621760,0
5585329,0
5664296,0
5660363,0
5684229,0
5717881,0
5693624,0
5643204,0
5600499,0
5609317,0
5627339,0
5613808,0
5641778,0
5546583,0
5624172,0
5685168,0
5731434,0
5698874,0
5646778,0
5639982,0
5576265,0
5589264,0
5641906,0
5705087,0
5748232,0
5649053,0
5721874,0
5697702,0
5533091,0
5670179,0
5672553,0
5698042,0
5659324,0
5489222,0
5658955,0
5722564,0
5726145,0
5715764,0
5649563,0
5684523,0
5693948,0
5723683,0
5744396,0
5705694,0
5673119,0
5700984,0
5672630,0
5741976,0
5654971,0
5659104,0
5597249,0
5372749,0
5672936,0
5734920,0
5140125,0
5140074,0
5360368,0
5683479,0
5661733,0
5712410,0
5745803,0
5699646,0
5584827,0
5693335,0
5526282,0
5672315,0
5737253,0
5743164,0
5647190,0
5606215,0
5622826,0
5656242,0
5714976,0
5633889,0
5665762,0
5711476,0
5684404,0
5708257,0
5666926,0
5683761,0
5659078,0
5639064,0
5733642,0
5704034,0
5680370,0
5744794,0
5669219,0
5746603,0
5651965,0
5684116,0
5712971,0
5736920,0
5640723,0
5588707,0
5648774,0
5662856,0
5662981,0
5668928,0
5700706,0
5641342,0
5641848,0
5642184,0
5719837,0
5693555,0
5658418,0
5658091,0
5703615,0
5639620,0
5652640,0
5638422,0
5698869,0
5656535,0
5658005,0
5689949,0
5690851,0
5594804,0
5642749,0
5705391,0
5663625,0
5743552,0
5703871,0
5747292,0
5620806,0
5734610,0
5632716,0
5639450,0
5653794,0
5722091,0
5654621,0
5706543,0
5688184,0
5665240,0
5730830,0
5689208,0
5528982,0
5658961,0
5723569,0
5705427,0
5677362,0
5719467,0
5604022,0
5661906,0
5654106,0
5703159,0
5675396,0
5675420,0
5615654,0
5615808,0
5706053,0
5688967,0
5618271,0
5618795,0
5618162,0
5700939,0
5741693,0
5645477,0
5607071,0
5745866,0
5711205,0
5696289,0
5684529,0
5668898,0
5703458,0
5650308,0
5678344,0
5653755,0
5685360,0
5712505,0
5659220,0
5718153,0
5667413,0
5680996,0
5636858,0
5700293,0
5708802,0
5709138,0
5666727,0
5632657,0
5702046,0
5677172,0
5620425,0
5655442,0
5679207,0
5605434,0
5612760,0
5696823,0
5732841,0
5647458,0
5707673,0
5587638,0
5730029,0
5750042,0
5583287,0
5651915,0
5714833,0
5688370,0
5606852,0
5647102,0
5668641,0
5730351,0
5717544,0
5667790,0
5655175,0
5663564,0
5691605,0
5707054,0
5706078,0
5616976,0
5723241,0
5711703,0
5713114,0
5691382,0
5684190,0
5728475,0
5644898,0
5654266,0
5628361,0
5720059,0
5712797,0
5667375,0
5655864,0
5650384,0
5714187,0
5671647,0
5697776,0
5652385,0
5672189,0
5694233,0
5692920,0
5702618,0
5716332,0
5650676,0
5661002,0
5685888,0
5705225,0
5672066,0
5649423,0
5707648,0
5680975,0
5745775,0
5680292,0
5707295,0
5719314,0
5703892,0
5647266,0
5698605,0
5642007,0
5679031,0
5532163,0
5713129,0
5695303,0
5718578,0
5661410,0
5667380,0
5587284,0
5719925,0
5679521,0
5658051,0
5689775,0
5648199,0
5708914,0
5654705,0
5688204,0
5688206,0
5729365,0
5668273,0
5643218,0
5714519,0
5688136,0
5665208,0
5657555,0
5612074,0
5699257,0
5711829,0
5656678,0
5611694,0
5695922,0
5601650,0
5665572,0
5659750,0
5689194,0
5724852,0
5729819,0
5677406,0
5706460,0
5654948,0
5692878,0
5692286,0
5654445,0
5682554,0
5682754,0
5694468,0
5730145,0
5692242,0
5728954,0
5612422,0
5651602,0
5712547,0
5651233,0
5705739,0
5749267,0
5654822,0
5688284,0
5717758,0
5578005,0
5711552,0
5688373,0
5681556,0
5697286,0
5683292,0
5691436,0
5676121,0
5725458,0
5661317,0
5635468,0
5657618,0
5655886,0
5662034,0
5741682,0
5702131,0
5617772,0
5630724,0
5680937,0
5663989,0
5692949,0
5688123,0
5684227,0
5601760,0
5745093,0
5700391,0
5659528,0
5669209,0
5648730,0
5748318,0
5648618,0
5710821,0
5655242,0
5682675,0
5684660,0
5635146,0
5661825,0
5681174,0
5666056,0
5666074,0
5696323,0
5424728,0
5458026,0
5697349,0
5663302,0
5674683,0
5539170,0
5668077,0
5592439,0
5689639,0
5689930,0
5738459,0
5701566,0
5678071,0
5748648,0
5650258,0
5739666,0
5691387,0
5659802,0
5629750,0
5741523,0
5653427,0
5661605,0
5596384,0
5612812,0
5737785,0
5583239,0
5691650,0
5670177,0
5626318,0
5720363,0
5594685,0
5555868,0
5643760,0
5685069,0
5691952,0
5679974,0
5598106,0
5728979,0
5659185,0
5564260,0
5564585,0
5609966,0
5676504,0
5678352,0
5706961,0
5689533,0
5687036,0
5730946,0
5627874,0
5676196,0
5689294,0
5730978,0
5701563,0
5710077,0
5711066,0
5571049,0
5642478,0
5582244,0
5663786,0
5545800,0
5657050,0
5693258,0
5652628,0
5696557,0
5734594,0
5706420,0
5672335,0
5750915,0
5676118,0
5641131,0
5720989,0
5706849,0
5656862,0
5646395,0
5532684,0
5655477,0
5746684,0
5708765,0
5705785,0
5620665,0
5662866,0
5641595,0
5696511,0
5707633,0
5703041,0
5708542,0
5653797,0
5665107,0
5738061,0
5693283,0
5500456,0
5744244,0
5651126,0
5651828,0
5683701,0
5713138,0
5718630,0
5660419,0
5547965,0
5687774,0
5717386,0
5683681,0
5671495,0
5740916,0
5721237,0
5694400,0
5696579,0
5717461,0
5708661,0
5733195,0
5659148,0
5739843,0
5733189,0
5664873,0
5677514,0
5685174,0
5682914,0
5695272,0
5670628,0
5709941,0
5672154,0
5657167,0
5636137,0
5683511,0
5636956,0
5709423,0
5621613,0
5699706,0
5692358,0
5621216,0
5632275,0
5698799,0
5633771,0
5697748,0
5710337,0
5712173,0
5719251,0
5487378,0
5692764,0
5694583,0
5671109,0
5671107,0
5630777,0
5655241,0
5638343,0
5674823,0
5710949,0
5745687,0
5706613,0
5678359,0
5720842,0
5696771,0
5690819,0
5690274,0
5657678,0
5645263,0
5733331,0
5748524,0
5688529,0
5741576,0
5702119,0
5696168,0
5746293,0
5647464,0
5715813,0
5711732,0
5726167,0
5689462,0
5677031,0
5646025,0
5742958,0
5657063,0
5651808,0
5643606,0
5736752,0
5691271,0
5752856,0
5753840,0
5682534,0
5659895,0
5710135,0
5649725,0
5687421,0
5607211,0
5604536,0
5708713,0
5658139,0
5703328,0
5745782,0
5645769,0
5725251,0
5675650,0
5546745,0
5699194,0
5542338,0
5720651,0
5650345,0
5593163,0
5681157,0
5646823,0
5712597,0
5746799,0
5706740,0
5651811,0
5561827,0
5691638,0
5691621,0
5640286,0
5686386,0
5728380,0
5736497,0
5703444,0
5716393,0
5739715,0
5697602,0
5697613,0
5705028,0
5647847,0
5729247,0
5753268,0
5674241,0
5712856,0
5597247,0
5646153,0
5671370,0
5675288,0
5732588,0
5568377,0
5682092,0
5616835,0
5730688,0
5689718,0
5599387,0
5656963,0
5671314,0
5754934,0
5735212,0
5655616,0
5740993,0
5666171,0
5710521,0
5563592,0
5682474,0
5710518,0
5419852,0
5660293,0
5417268,0
5415027,0
5414824,0
5740665,0
5716588,0
5741182,0
5650722,0
5648904,0
5649028,0
5731145,0
5624304,0
5644084,0
5743993,0
5619664,0
5658388,0
5670398,0
5696012,0
5700278,0
5700050,0
5671714,0
5663980,0
5681098,0
5681106,0
5628514,0
5687565,0
5687016,0
5718513,0
5708020,0
5710345,0
5697743,0
5652688,0
5654921,0
5663003,0
5687957,0
5748479,0
5677969,0
5451583,0
5684940,0
5430821,0
5724336,0
5703960,0
5740363,0
5654395,0
5720707,0
5603604,0
5743085,0
5699848,0
5468836,0
5701440,0
5606947,0
5694259,0
5669355,0
5648954,0
5535264,0
5672895,0
5614015,0
5674292,0
5658912,0
5693249,0
5507001,0
5698893,0
5698839,0
5693782,0
5648801,0
5691609,0
5651817,0
5750946,0
5708293,0
5671577,0
5680567,0
5415218,0
5632774,0
5582096,0
5714304,0
5668851,0
5745714,0
5674875,0
5425793,0
5696780,0
5424409,0
5649390,0
5706157,0
5683927,0
5713499,0
5661402,0
5718126,0
5689991,0
5683140,0
5682169,0
5496547,0
5516554,0
5730224,0
5706964,0
5645886,0
5588654,0
5727027,0
5717240,0
5739368,0
5684379,0
5746800,0
5716262,0
5643320,0
5679989,0
5613330,0
5651701,0
5715789,0
5587151,0
5664149,0
5746775,0
5668396,0
5600309,0
5650695,0
5625243,0
5712310,0
5737990,0
5663765,0
5683308,0
5724820,0
5717109,0
5686090,0
5687011,0
5702867,0
5708947,0
5686291,0
5635829,0
5577619,0
5667682,0
5719985,0
5671384,0
5685869,0
5709854,0
5706356,0
5685617,0
5713057,0
5689705,0
5718765,0
5689298,0
5695799,0
5724746,0
5665766,0
5666988,0
5667691,0
5656112,0
5749532,0
5660323,0
5694685,0
5468080,0
5661663,0
5637152,0
5354205,0
5715412,0
5696467,0
5664900,0
5691924,0
5640578,0
5690276,0
5670632,0
5693639,0
5690047,0
5666233,0
5643538,0
5705472,0
5645975,0
5685505,0
5655378,0
5709893,0
5650240,0
5653168,0
5701893,0
5704772,0
5700274,0
5652851,0
5660993,0
5640544,0
5657427,0
5648581,0
5706817,0
5706645,0
5706513,0
5670352,0
5670360,0
5680401,0
5705964,0
5730426,0
5706965,0
5637075,0
5714699,0
5693212,0
5645413,0
5697243,0
5690556,0
5702324,0
5685793,0
5701946,0
5706436,0
5657748,0
5690498,0
5620674,0
5698026,0
5685280,0
5677990,0
5655876,0
5656286,0
5711198,0
5657124,0
5664491,0
5742700,0
5699139,0
5667341,0
5662802,0
5712624,0
5649085,0
5741486,0
5730141,0
5729978,0
5736120,0
5682977,0
5655892,0
5678972,0
5669583,0
5747951,0
5704260,0
5706220,0
5749978,0
5668983,0
5670944,0
5673107,0
5693310,0
5669141,0
5659968,0
5733031,0
5693297,0
5663022,0
5660134,0
5671183,0
5660619,0
5660639,0
5661376,0
5662143,0
5688385,0
5667953,0
5664991,0
5669949,0
5712191,0
5674666,0
5715818,0
5683230,0
5700297,0
5730431,0
5700707,0
5684733,0
5685473,0
5694424,0
5646505,0
5742957,0
5605662,0
5651850,0
5707592,0
5651275,0
5701878,0
5732514,0
5664222,0
5625326,0
5683119,0
5726097,0
5677680,0
5602512,0
5703108,0
5674913,0
5651633,0
5698171,0
5721618,0
5639691,0
5722676,0
5717719,0
5708887,0
5662308,0
5615162,0
5606133,0
5659545,0
5740063,0
5679842,0
5664324,0
5650194,0
5679937,0
5750575,0
5722966,0
5649944,0
5690992,0
5744623,0
5635420,0
5590653,0
5614006,0
5589460,0
5606924,0
5595573,0
5742020,0
5704545,0
5645436,0
5710232,0
5707698,0
5682896,0
5605362,0
5589627,0
5685086,0
5648776,0
5720217,0
5651292,0
5696724,0
5709809,0
5681052,0
5710693,0
5617513,0
5617519,0
5654793,0
5693096,0
5772653,0
5770716,0
5776757,0
5758860,0
5773800,0
5771439,0
5784839,0
5773970,0
5768515,0
5769535,0
5774974,0
5781002,0
5782728,0
5784967,0
5748139,0
5785596,0
5782667,0
5754787,0
5767149,0
5773907,0
5756200,0
5761302,0
5771470,0
5770640,0
5759110,0
5789014,0
5765445,0
5760953,0
5771579,0
5779580,0
5703769,0
5755299,0
5757592,0
5786256,0
5748317,0
5699523,0
5776048,0
5784823,0
5784869,0
5710810,0
5788015,0
5763696,0
5749190,0
5766857,0
5706323,0
5774262,0
5770953,0
5749720,0
5784962,0
5778859,0
5781116,0
5753919,0
5768578,0
5763774,0
5748451,0
5766399,0
5763126,0
5762825,0
5762641,0
5780871,0
5761736,0
5777903,0
5785693,0
5765440,0
5785139,0
5780999,0
5785736,0
5761816,0
5776643,0
5773352,0
5768963,0
5785918,0
5781590,0
5762580,0
5787751,0
5756374,0
5782466,0
5788653,0
5771528,0
5642487,0
5756350,0
5780647,0
5760936,0
5774739,0
5772857,0
5777844,0
5725433,0
5757101,0
5756335,0
5702783,0
5778329,0
5760782,0
5780106,0
5773525,0
5768281,0
5787401,0
5725768,0
5780181,0
5773447,0
5790245,0
5784069,0
5759378,0
5780085,0
5776270,0
5762581,0
5762191,0
5789312,0
5770068,0
5769602,0
5764394,0
5765054,0
5783667,0
5783388,0
5777583,0
5775902,0
5776992,0
5655372,0
5734778,0
5770903,0
5777082,0
5786756,0
5721052,0
5763461,0
5786172,0
5756339,0
5750453,0
5747537,0
5776224,0
5762323,0
5760256,0
5699500,0
5774966,0
5790237,0
5786952,0
5769911,0
5761308,0
5772660,0
5786038,0
5760792,0
5784396,0
5784547,0
5783841,0
5769359,0
5771269,0
5767270,0
5767275,0
5670744,0
5768057,0
5781610,0
5781232,0
5758894,0
5786294,0
5719819,0
5639355,0
5781367,0
5769180,0
5760815,0
5642154,0
5773302,0
5742158,0
5788658,0
5783360,0
5760840,0
5733753,0
5766169,0
5754913,0
5770041,0
5788639,0
5741349,0
5756541,0
5780422,0
5757948,0
5762795,0
5767975,0
5699884,0
5760067,0
5789726,0
5751966,0
5761516,0
5686448,0
5765098,0
5760617,0
5778802,0
5759310,0
5777186,0
5745550,0
5764131,0
5787342,0
5743707,0
5765567,0
5774337,0
5752756,0
5717134,0
5762608,0
5786533,0
5619455,0
5775635,0
5757008,0
5757683,0
5777433,0
5696617,0
5785291,0
5765037,0
5762146,0
5723358,0
5770122,0
5778207,0
5756465,0
5768504,0
5774753,0
5741937,0
5765514,0
5784158,0
5759776,0
5748929,0
5768209,0
5759601,0
5764727,0
5771916,0
5772771,0
5762514,0
5759407,0
5700604,0
5661373,0
5707614,0
5788129,0
5776613,0
5776632,0
5741354,0
5741353,0
5776672,0
5741852,0
5748358,0
5762007,0
5779816,0
5776653,0
5756045,0
5743405,0
5768995,0
5782958,0
5788470,0
5784871,0
5772412,0
5777447,0
5755908,0
5774710,0
5785438,0
5695236,0
5762963,0
5781140,0
5748274,0
5672669,0
5756677,0
5773512,0
5772230,0
5756891,0
5784371,0
5771728,0
5770414,0
5756867,0
5780651,0
5787206,0
5786406,0
5757170,0
5770774,0
5782726,0
5755125,0
5741382,0
5788540,0
5765066,0
5788538,0
5784293,0
5773659,0
5769807,0
5761892,0
5779882,0
5771222,0
5761327,0
5756878,0
5752503,0
5783923,0
5755739,0
5745191,0
5778700,0
5773719,0
5743133,0
5749081,0
5749101,0
5773209,0
5770731,0
5759951,0
5752542,0
5775042,0
5785979,0
5780308,0
5788924,0
5642494,0
5633951,0
5638964,0
5638571,0
5571892,0
5640705,0
5521768,0
5634068,0
5638639,0
5642183,0
5612123,0
5638528,0
5639198,0
5626007,0
5624584,0
5637807,0
5630432,0
5641460,0
5638127,0
5640190,0
5638733,0
5642501,0
5465753,0
5625225,0
5637796,0
5641441,0
5625843,0
5642126,0
5625114,0
5630862,0
5639463,0
5637846,0
5618027,0
5630244,0
5748331,0
5680371,0
5662463,0
5706791,0
5668442,0
5695281,0
5600332,0
5709007,0
5549266,0
5737195,0
5683057,0
5751617,0
5679137,0
5565844,0
5676111,0
5707166,0
5707179,0
5676076,0
5646466,0
5721372,0
5680691,0
5665062,0
5719070,0
5677171,0
5619839,0
5653993,0
5715043,0
5685477,0
5673406,0
5670902,0
5693222,0
5737145,0
5731887,0
5674554,0
5731353,0
5739284,0
5739463,0
5672639,0
5704934,0
5671205,0
5672133,0
5693777,0
5688669,0
5688674,0
5702416,0
5682120,0
5687368,0
5682699,0
5691831,0
5702630,0
5685908,0
5653865,0
5693732,0
5723085,0
5578887,0
5735081,0
5657244,0
5712141,0
5736775,0
5712687,0
5719631,0
5697358,0
5660613,0
5642575,0
5654527,0
5654508,0
5674663,0
5717646,0
5667967,0
5734670,0
5728599,0
5695997,0
5705928,0
5729545,0
5651417,0
5689268,0
5722763,0
5714421,0
5742457,0
5714332,0
5714358,0
5714334,0
5655366,0
5648009,0
5648044,0
5648050,0
5680684,0
5686179,0
5698460,0
5693134,0
5729232,0
5710891,0
5737565,0
5627948,0
5750224,0
5650552,0
5575481,0
5663412,0
5681816,0
5555180,0
5646681,0
5688382,0
5678029,0
5688582,0
5654505,0
5686109,0
5693251,0
5666775,0
5659154,0
5659156,0
5659158,0
5676106,0
5649431,0
5718051,0
5665787,0
5684889,0
5657452,0
5725540,0
5715394,0
5681641,0
5689914,0
5701274,0
5719704,0
5402332,0
5457943,0
5688250,0
5741589,0
5679554,0
5600877,0
5573428,0
5720369,0
5588718,0
5578904,0
5666913,0
5706176,0
5681338,0
5691090,0
5653262,0
5703565,0
5752853,0
5711129,0
5644879,0
5744586,0
5690180,0
5710670,0
5666015,0
5666551,0
5697113,0
5681358,0
5738276,0
5668167,0
5724056,0
5736252,0
5738966,0
5664719,0
5703564,0
5542891,0
5700323,0
5512074,0
5644086,0
5742069,0
5659827,0
5718779,0
5646296,0
5710620,0
5684641,0
5732280,0
5653060,0
5714068,0
5685907,0
5645866,0
5659369,0
5737587,0
5655571,0
5666621,0
5697608,0
5740134,0
5677620,0
5684270,0
5690232,0
5692521,0
5706774,0
5673039,0
5685951,0
5537089,0
5663301,0
5595051,0
5717874,0
5689336,0
5694498,0
5659124,0
5692745,0
5650737,0
5749474,0
5683765,0
5689093,0
5591255,0
5666789,0
5691932,0
5698598,0
5665182,0
5707240,0
5686922,0
5616189,0
5679457,0
5645373,0
5659561,0
5639941,0
5606512,0
5635910,0
5645847,0
5650290,0
5752950,0
5649692,0
5670330,0
5709981,0
5731702,0
5662851,0
5665491,0
5678571,0
5679931,0
5663824,0
5660884,0
5698380,0
5682881,0
5682886,0
5684258,0
5655209,0
5680334,0
5717051,0
5717976,0
5662803,0
5690517,0
5625232,0
5727107,0
5731433,0
5680806,0
5679836,0
5704719,0
5747574,0
5674839,0
5720614,0
5687564,0
5740800,0
5705319,0
5651869,0
5699054,0
5660462,0
5753842,0
5648045,0
5688238,0
5685266,0
5686992,0
5713938,0
5697906,0
5710840,0
5638024,0
5659426,0
5702024,0
5729271,0
5685032,0
5663048,0
5656166,0
5654951,0
5691852,0
5606849,0
5703038,0
5710222,0
5709634,0
5750868,0
5677877,0
5677888,0
5722068,0
5647270,0
5671950,0
5671726,0
5680499,0
5716839,0
5689954,0
5687427,0
5693164,0
5682544,0
5649332,0
5682550,0
5682590,0
5705272,0
5732661,0
5654228,0
5709357,0
5720683,0
5721278,0
5678827,0
5680911,0
5692152,0
5701933,0
5646551,0
5674429,0
5652699,0
5651868,0
5645467,0
5662797,0
5730591,0
5731154,0
5662749,0
5737908,0
5697987,0
5587911,0
5748769,0
5651541,0
5676820,0
5652945,0
5660967,0
5661158,0
5644655,0
5667022,0
5744119,0
5735765,0
5712435,0
5712763,0
5671013,0
5697403,0
5540765,0
5540941,0
5703311,0
5541566,0
5691304,0
5594285,0
5740350,0
5586612,0
5588083,0
5626917,0
5682238,0
5669812,0
5736877,0
5612540,0
5688506,0
5643207,0
5671896,0
5671905,0
5600156,0
5673380,0
5684124,0
5608890,0
5630349,0
5623307,0
5557909,0
5685147,0
5740668,0
5660742,0
5671322,0
5670691,0
5690840,0
5677521,0
5662784,0
5679002,0
5657017,0
5685586,0
5658215,0
5668359,0
5696973,0
5660358,0
5649579,0
5681196,0
5699313,0
5694821,0
5649493,0
5673548,0
5750515,0
5678170,0
5747496,0
5741800,0
5742075,0
5742798,0
5654032,0
5730932,0
5400456,0
5666326,0
5615225,0
5655760,0
5644144,0
5733450,0
5709045,0
5673317,0
5723798,0
5709872,0
5709771,0
5705627,0
5705488,0
5676139,0
5714257,0
5650260,0
5655837,0
5684728,0
5642526,0
5680904,0
5706086,0
5729201,0
5734067,0
5721602,0
5717721,0
5717791,0
5661524,0
5702200,0
5680380,0
5708447,0
5703120,0
5633624,0
5690145,0
5638978,0
5751562,0
5735308,0
5657987,0
5699170,0
5674933,0
5642005,0
5645851,0
5678912,0
5653420,0
5724370,0
5668160,0
5639756,0
5696235,0
5698536,0
5695930,0
5640501,0
5613381,0
5747079,0
5732116,0
5743166,0
5714512,0
5664776,0
5692435,0
5586699,0
5655994,0
5678875,0
5661729,0
5690004,0
5551748,0
5701449,0
5656173,0
5680917,0
5670377,0
5649532,0
5660246,0
5699273,0
5546017,0
5537617,0
5536405,0
5662205,0
5645976,0
5646585,0
5675361,0
5658612,0
5658614,0
5658651,0
5714959,0
5615846,0
5652177,0
5655879,0
5712641,0
5661083,0
5618853,0
5618256,0
5618267,0
5618987,0
5675922,0
5675820,0
5690057,0
5723399,0
5746416,0
5747573,0
5674752,0
5698671,0
5708806,0
5585000,0
5644799,0
5681894,0
5702042,0
5659907,0
5732929,0
5605879,0
5737820,0
5658274,0
5673083,0
5608023,0
5679347,0
5612957,0
5722650,0
5695765,0
5731862,0
5683745,0
5724271,0
5693813,0
5662330,0
5699154,0
5743886,0
5735447,0
5679406,0
5675094,0
5676518,0
5683800,0
5694613,0
5742880,0
5697044,0
5599984,0
5740283,0
5670895,0
5743603,0
5599746,0
5694548,0
5645234,0
5666163,0
5658492,0
5609437,0
5635859,0
5676720,0
5648302,0
5676806,0
5648927,0
5692294,0
5685861,0
5632138,0
5742092,0
5675077,0
5672051,0
5705267,0
5674488,0
5649618,0
5735559,0
5729435,0
5706712,0
5750316,0
5652595,0
5651922,0
5679846,0
5680325,0
5547905,0
5643778,0
5685385,0
5692535,0
5667726,0
5672498,0
5662876,0
5717847,0
5717851,0
5653636,0
5715336,0
5670069,0
5714118,0
5672306,0
5720637,0
5581914,0
5599931,0
5693500,0
5530517,0
5591390,0
5660567,0
5680642,0
5654723,0
5703856,0
5674910,0
5745325,0
5681524,0
5593407,0
5612228,0
5578605,0
5744457,0
5676008,0
5623928,0
5644886,0
5668569,0
5600475,0
5601761,0
5752141,0
5654811,0
5686483,0
5739391,0
5719752,0
5680455,0
5651313,0
5712790,0
5657213,0
5716853,0
5667278,0
5726319,0
5528518,0
5583067,0
5685267,0
5745513,0
5675548,0
5564593,0
5605849,0
5616922,0
5666923,0
5694295,0
5656325,0
5728312,0
5662186,0
5597395,0
5612881,0
5706921,0
5681000,0
5667134,0
5651659,0
5745819,0
5706061,0
5688621,0
5661257,0
5616878,0
5711008,0
5661877,0
5699510,0
5620656,0
5694067,0
5690584,0
5702106,0
5598692,0
5612539,0
5606451,0
5684927,0
5621006,0
5704700,0
5655511,0
5655520,0
5682620,0
5682519,0
5661872,0
5652159,0
5651286,0
5596728,0
5615465,0
5722029,0
5305096,0
5647616,0
5635209,0
5694552,0
5644658,0
5679166,0
5670344,0
5568897,0
5702887,0
5626679,0
5665593,0
5737747,0
5641539,0
5716757,0
5741529,0
5643111,0
5698077,0
5748659,0
5656159,0
5657940,0
5637769,0
5617982,0
5657877,0
5602736,0
5648216,0
5695315,0
5684598,0
5651450,0
5650073,0
5567113,0
5627887,0
5548549,0
5699152,0
5749158,0
5747895,0
5686666,0
5712043,0
5691442,0
5691100,0
5669797,0
5662027,0
5626910,0
5666272,0
5576366,0
5643015,0
5666858,0
5701775,0
5706524,0
5590644,0
5696594,0
5698895,0
5654196,0
5681734,0
5736873,0
5686218,0
5663510,0
5626315,0
5695374,0
5674740,0
5646251,0
5683898,0
5512538,0
5691957,0
5716790,0
5664443,0
5511466,0
5517414,0
5726896,0
5650571,0
5650577,0
5736122,0
5726728,0
5718669,0
5692289,0
5571658,0
5558693,0
5584125,0
5682360,0
5660079,0
5734840,0
5726266,0
5726264,0
5648905,0
5683707,0
5683733,0
5721239,0
5726310,0
5732484,0
5718792,0
5726326,0
5726324,0
5687666,0
5726730,0
5694596,0
5738981,0
5686686,0
5672722,0
5585776,0
5639245,0
5679268,0
5645096,0
5681690,0
5678073,0
5709528,0
5694711,0
5618700,0
5621464,0
5662425,0
5656639,0
5728334,0
5687052,0
5657861,0
