id_suministro,id_medidor,anio_mes,energia_valle,energia_pico,energia_media,energia_total,monto_facturado
1000017,2000022,2021-09,133.26,59.02,70.29,262.57,171.67
1000017,2000022,2021-10,97.83,77.29,84.97,260.09,170.06
1000017,2000022,2021-11,116.32,128.02,62.48,306.82,200.43
1000017,2000022,2021-12,124.53,63.8,66.69,255.03,166.77
1000026,2000032,2021-01,23.2,105.86,40.2,169.27,111.03
1000026,2000032,2021-02,95.75,73.17,56.34,225.26,147.42
1000026,2000032,2021-03,114.41,106.95,37.01,258.37,168.94
1000026,2000032,2021-04,,,,,
1000026,2000032,2021-05,94.05,78.65,70.04,242.74,158.78
1000026,2000032,2021-06,103.91,76.68,78.56,259.14,169.44
1000026,2000032,2021-07,93.69,132.64,41.47,267.8,175.07
1000026,2000032,2021-08,119.53,82.73,52.78,255.04,166.77
1000026,2000032,2021-09,67.87,72.62,82.03,222.52,145.64
1000026,2000032,2021-10,82.52,75.13,79.52,237.17,155.16
1000026,2000032,2021-11,78.45,99.74,69.44,247.62,161.95
1000026,2000032,2021-12,117.07,102.55,59.47,279.09,182.41
1000042,2000049,2021-01,113.24,86.73,69.76,269.74,176.33
1000042,2000049,2021-02,102.05,98.02,51.42,251.49,164.47
1000042,2000049,2021-03,77.42,33.77,66.42,177.6,116.44
1000042,2000049,2021-04,75.33,27.81,59.51,162.65,106.72
1000042,2000049,2021-05,92.4,75.98,49.34,217.72,142.52
1000042,2000049,2021-06,78.74,65.53,68.25,212.52,139.14
1000042,2000049,2021-07,102.06,69.38,64.95,236.38,154.65
1000042,2000049,2021-08,124.53,70.11,61.49,256.13,167.48
1000042,2000049,2021-09,91.67,6.26,69.15,167.08,109.6
1000042,2000049,2021-10,257.1,337.52,122.28,716.9,466.98
1000042,2000049,2021-11,99.87,80.24,47.53,227.63,148.96
1000042,2000049,2021-12,80.66,74.96,64.53,220.15,144.1
1000043,2000050,2021-01,189.16,266.9,191.15,647.21,421.69
1000043,2000050,2021-02,123.22,96.0,50.92,270.15,176.6
1000043,2000050,2021-03,90.32,89.43,66.2,245.94,160.86
1000043,2000050,2021-04,133.9,69.52,66.09,269.5,176.18
1000043,2000050,2021-05,101.11,86.03,57.63,244.77,160.1
1000043,2000050,2021-06,147.8,107.61,76.07,331.48,216.46
1000043,2000050,2021-07,87.08,86.44,77.77,251.29,164.34
1000043,2000050,2021-08,114.61,16.43,60.71,191.75,125.63
1000043,2000050,2021-09,90.75,41.82,75.61,208.17,136.31
1000043,2000050,2021-10,84.79,115.7,72.61,273.1,178.52
1000043,2000050,2021-11,65.87,107.79,47.75,221.41,144.92
1000043,2000050,2021-12,124.67,72.92,61.9,259.49,169.67
1000046,2000053,2021-01,69.41,82.82,66.33,218.56,143.06
1000046,2000053,2021-02,125.12,49.02,56.49,230.63,150.91
1000046,2000053,2021-03,63.59,152.75,74.22,290.57,189.87
1000046,2000053,2021-04,149.56,94.66,57.82,302.04,197.33
1000046,2000053,2021-05,97.11,117.89,68.51,283.5,185.28
1000046,2000053,2021-06,110.67,82.52,59.01,252.2,164.93
1000046,2000053,2021-07,85.38,37.96,85.58,208.92,136.8
1000046,2000053,2021-08,87.19,69.63,72.87,229.69,150.3
1000046,2000053,2021-09,93.46,124.05,66.39,283.9,185.53
1000046,2000053,2021-10,72.97,113.29,58.29,244.55,159.96
1000046,2000053,2021-11,93.43,92.24,72.55,258.22,168.84
1000046,2000053,2021-12,85.81,98.87,79.55,264.24,172.76
1000057,2000065,2021-01,125.41,88.72,67.37,281.49,183.97
1000057,2000065,2021-02,53.48,51.95,64.17,169.61,111.25
1000057,2000065,2021-03,274.51,198.86,174.17,647.53,421.9
1000057,2000065,2021-04,131.08,66.79,67.96,265.83,173.79
1000057,2000065,2021-05,116.24,100.17,72.93,289.34,189.07
1000057,2000065,2021-06,102.84,62.04,56.86,221.74,145.13
1000057,2000065,2021-07,110.64,68.5,56.2,235.35,153.98
1000057,2000065,2021-08,101.44,95.55,56.34,253.33,165.67
1000057,2000065,2021-09,126.58,103.42,70.16,300.16,196.1
1000057,2000065,2021-10,57.07,68.14,62.94,188.15,123.29
1000057,2000065,2021-11,52.18,127.16,53.53,232.87,152.36
1000057,2000065,2021-12,77.3,61.96,66.93,206.19,135.03
1000069,2000079,2021-01,97.46,86.26,58.55,242.27,158.48
1000069,2000079,2021-02,73.11,79.14,61.21,213.47,139.75
1000069,2000079,2021-03,80.23,100.72,60.12,241.06,157.69
1000069,2000079,2021-04,91.1,62.12,67.53,220.75,144.48
1000069,2000079,2021-05,150.45,39.78,79.29,269.52,176.19
1000069,2000079,2021-06,125.69,59.51,58.88,244.08,159.65
1000069,2000079,2021-07,85.24,58.53,46.52,190.29,124.69
1000069,2000079,2021-08,69.86,103.51,66.41,239.77,156.85
1000069,2000079,2021-09,319.45,266.29,221.19,806.93,525.5
1000069,2000079,2021-10,101.41,92.41,43.5,237.31,155.25
1000069,2000079,2021-11,97.99,65.17,75.49,238.65,156.12
1000069,2000079,2021-12,122.07,48.55,42.91,213.53,139.79
1000086,2000102,2021-01,110.51,85.15,69.5,265.15,173.35
1000086,2000102,2021-02,88.66,76.05,55.46,220.18,144.11
1000086,2000102,2021-03,65.42,87.39,44.38,197.2,129.18
1000086,2000102,2021-04,152.45,64.74,50.83,268.02,175.22
1000086,2000102,2021-05,133.28,34.49,40.22,207.99,136.19
1000086,2000102,2021-06,87.61,90.51,71.62,249.74,163.33
1000086,2000102,2021-07,141.54,100.76,72.12,314.43,205.38
1000086,2000102,2021-08,111.98,74.96,67.1,254.03,166.12
1000086,2000102,2021-09,,,,,
1000086,2000102,2021-10,122.94,87.25,55.46,265.65,173.67
1000086,2000102,2021-11,121.93,77.92,44.41,244.26,159.77
1000086,2000102,2021-12,94.4,34.59,68.17,197.17,129.16
1000097,2000115,2021-01,111.85,84.99,60.51,257.35,168.28
1000097,2000115,2021-02,120.33,62.52,90.09,272.94,178.41
1000097,2000115,2021-03,110.53,86.86,53.3,250.69,163.95
1000097,2000115,2021-04,,,,,
1000097,2000115,2021-05,101.12,75.95,70.29,247.36,161.79
1000097,2000115,2021-06,148.85,83.18,71.32,303.35,198.17
1000097,2000115,2021-07,83.07,34.91,51.88,169.87,111.41
1000097,2000115,2021-08,124.83,132.68,62.36,319.87,208.92
1000097,2000115,2021-09,77.0,107.07,70.33,254.39,166.36
1000097,2000115,2021-10,97.39,89.65,53.15,240.19,157.13
1000097,2000115,2021-11,101.58,60.02,52.02,213.62,139.85
1000097,2000115,2021-12,94.04,106.69,75.43,276.15,180.5
1000113,2000135,2021-01,111.32,72.35,73.48,257.14,168.14
1000113,2000135,2021-02,78.81,95.42,61.76,235.98,154.39
1000113,2000135,2021-03,95.51,89.99,58.74,244.24,159.76
1000113,2000135,2021-04,106.75,71.36,55.29,233.4,152.71
1000113,2000135,2021-05,119.36,55.6,57.34,232.3,152.0
1000113,2000135,2021-06,125.74,78.53,51.84,256.11,167.47
1000113,2000135,2021-07,138.67,53.29,91.17,283.13,185.04
1000113,2000135,2021-08,83.26,110.72,59.2,253.18,165.57
1000113,2000135,2021-09,66.88,83.91,52.21,203.0,132.95
1000113,2000135,2021-10,91.49,106.41,72.57,270.47,176.8
1000113,2000135,2021-11,71.65,128.4,76.21,276.26,180.57
1000113,2000135,2021-12,124.3,103.26,63.78,291.34,190.37
1000137,2000160,2021-01,79.93,76.89,66.51,223.34,146.17
1000137,2000160,2021-02,90.68,84.4,65.41,240.49,157.32
1000137,2000160,2021-03,123.01,72.81,87.71,283.54,185.3
1000137,2000160,2021-04,137.17,102.64,72.89,312.69,204.25
1000137,2000160,2021-05,106.03,127.07,62.41,295.51,193.08
1000137,2000160,2021-06,98.58,80.82,52.1,231.5,151.48
1000137,2000160,2021-07,105.15,62.05,60.04,227.24,148.7
1000137,2000160,2021-08,90.98,60.44,32.57,184.0,120.6
1000137,2000160,2021-09,78.91,75.87,64.69,219.47,143.66
1000137,2000160,2021-10,128.59,63.59,44.63,236.81,154.93
1000137,2000160,2021-11,103.11,88.21,64.42,255.74,167.23
1000137,2000160,2021-12,73.98,60.7,73.71,208.39,136.45
1000141,2000164,2021-01,115.71,51.7,67.21,234.62,153.5
1000141,2000164,2021-02,114.12,96.82,59.51,270.45,176.79
1000141,2000164,2021-03,112.42,103.08,69.2,284.69,186.05
1000141,2000164,2021-04,64.29,77.13,69.55,210.96,138.13
1000141,2000164,2021-05,72.79,82.94,52.55,208.28,136.39
1000141,2000164,2021-06,108.48,79.0,54.27,241.75,158.14
1000141,2000164,2021-07,96.29,69.52,53.57,219.38,143.6
1000141,2000164,2021-08,97.4,101.3,52.97,251.66,164.58
1000141,2000164,2021-09,101.14,83.96,64.86,249.96,163.48
1000141,2000164,2021-10,74.1,61.89,71.02,207.01,135.56
1000141,2000164,2021-11,56.14,138.67,84.32,279.13,182.44
1000141,2000164,2021-12,96.06,150.03,61.65,307.74,201.03
1000152,2000176,2021-01,73.74,83.51,60.8,218.05,142.73
1000152,2000176,2021-02,113.71,100.48,66.3,280.48,183.32
1000152,2000176,2021-03,66.91,71.55,62.1,200.56,131.36
1000152,2000176,2021-04,107.76,136.36,72.89,317.01,207.06
1000152,2000176,2021-05,156.3,146.44,137.85,440.59,287.38
1000152,2000176,2021-06,89.89,96.56,42.66,229.11,149.92
1000152,2000176,2021-07,98.52,83.78,58.43,240.73,157.48
1000152,2000176,2021-08,53.6,78.49,42.34,174.43,114.38
1000152,2000176,2021-09,123.53,117.86,70.93,312.32,204.01
1000152,2000176,2021-10,122.2,95.01,51.31,268.52,175.54
1000152,2000176,2021-11,126.4,80.06,58.56,265.02,173.26
1000152,2000176,2021-12,142.06,59.21,68.05,269.32,176.06
1000171,2000197,2021-01,107.51,151.74,58.19,317.44,207.33
1000171,2000197,2021-02,104.57,75.05,80.82,260.45,170.29
1000171,2000197,2021-03,138.27,46.16,51.11,235.55,154.11
1000171,2000197,2021-04,79.53,105.53,77.39,262.46,171.6
1000171,2000197,2021-05,105.75,89.9,39.07,234.72,153.57
1000171,2000197,2021-06,86.16,87.67,76.24,250.07,163.55
1000171,2000197,2021-07,106.76,142.26,53.63,302.65,197.72
1000171,2000197,2021-08,90.4,40.13,98.37,228.9,149.79
1000171,2000197,2021-09,126.76,80.61,71.19,278.56,182.06
1000171,2000197,2021-10,130.52,98.08,50.81,279.41,182.62
1000171,2000197,2021-11,133.06,82.13,57.56,272.75,178.29
1000171,2000197,2021-12,94.51,58.91,56.99,210.41,137.77
1000173,2000199,2021-01,,,,,
1000173,2000199,2021-02,110.63,134.22,44.02,288.87,188.77
1000173,2000199,2021-03,83.54,46.12,50.37,180.03,118.02
1000173,2000199,2021-04,124.8,88.4,80.75,293.95,192.07
1000173,2000199,2021-05,85.48,82.01,69.37,236.86,154.96
1000173,2000199,2021-06,113.18,96.37,61.12,270.67,176.94
1000173,2000199,2021-07,141.3,73.15,57.71,272.16,177.9
1000173,2000199,2021-08,75.71,50.25,75.85,201.8,132.17
1000173,2000199,2021-09,130.08,86.92,64.33,281.33,183.86
1000173,2000199,2021-10,117.25,68.77,35.76,221.79,145.16
1000173,2000199,2021-11,135.83,82.88,72.05,290.76,189.99
1000173,2000199,2021-12,115.93,100.92,71.76,288.61,188.6
1000175,2000202,2021-01,153.05,99.95,77.32,330.33,215.71
1000175,2000202,2021-02,107.91,126.08,52.25,286.23,187.05
1000175,2000202,2021-03,77.59,84.32,52.92,214.83,140.64
1000175,2000202,2021-04,62.02,128.55,53.81,244.38,159.85
1000175,2000202,2021-05,100.51,28.32,44.22,173.05,113.48
1000175,2000202,2021-06,91.93,78.03,51.28,221.24,144.81
1000175,2000202,2021-07,92.67,102.5,68.14,263.31,172.15
1000175,2000202,2021-08,31.97,72.12,72.6,176.69,115.85
1000175,2000202,2021-09,92.17,78.21,58.57,228.95,149.82
1000175,2000202,2021-10,397.96,304.89,236.84,939.68,611.79
1000175,2000202,2021-11,98.34,67.99,67.87,234.2,153.23
1000175,2000202,2021-12,117.58,84.2,45.35,247.12,161.63
1000201,2000235,2021-01,,,,,
1000201,2000235,2021-02,105.53,74.55,47.92,228.0,149.2
1000201,2000235,2021-03,107.61,104.4,70.82,282.83,184.84
1000201,2000235,2021-04,88.52,46.11,62.38,197.02,129.06
1000201,2000235,2021-05,86.92,72.23,62.38,221.52,144.99
1000201,2000235,2021-06,104.53,74.36,66.0,244.89,160.18
1000201,2000235,2021-07,50.47,74.35,80.55,205.37,134.49
1000201,2000235,2021-08,120.55,117.74,78.11,316.39,206.65
1000201,2000235,2021-09,72.72,111.14,79.29,263.15,172.05
1000201,2000235,2021-10,110.46,140.52,55.1,306.08,199.95
1000201,2000235,2021-11,72.79,93.98,73.13,239.9,156.94
1000201,2000235,2021-12,113.16,66.93,67.09,247.18,161.67
1000214,2000251,2021-01,55.21,78.72,38.49,172.42,113.07
1000214,2000251,2021-02,90.85,91.86,78.66,261.38,170.89
1000214,2000251,2021-03,116.18,121.72,60.07,297.96,194.68
1000214,2000251,2021-04,85.67,67.61,56.41,209.7,137.3
1000214,2000251,2021-05,70.04,121.6,55.23,246.87,161.47
1000214,2000251,2021-06,89.28,82.36,62.82,234.46,153.4
1000214,2000251,2021-07,490.71,369.59,285.27,1145.57,745.62
1000214,2000251,2021-08,95.57,74.33,57.76,227.66,148.98
1000214,2000251,2021-09,368.47,404.08,125.75,898.3,584.89
1000214,2000251,2021-10,123.28,82.37,47.7,253.35,165.68
1000214,2000251,2021-11,90.72,85.72,44.84,221.28,144.83
1000214,2000251,2021-12,147.45,96.95,51.7,296.11,193.47
1000226,2000265,2021-01,96.24,121.86,69.5,287.6,187.94
1000226,2000265,2021-02,132.98,94.4,55.35,282.73,184.77
1000226,2000265,2021-03,72.92,79.05,38.79,190.76,124.99
1000226,2000265,2021-04,521.02,343.11,168.79,1032.92,672.4
1000226,2000265,2021-05,98.38,76.61,80.05,255.04,166.77
1000226,2000265,2021-06,111.14,40.38,51.48,202.99,132.95
1000226,2000265,2021-07,75.41,70.34,69.02,214.76,140.6
1000226,2000265,2021-08,,,,,
1000226,2000265,2021-09,145.84,129.57,150.23,425.64,277.67
1000226,2000265,2021-10,88.99,44.28,85.29,218.56,143.06
1000226,2000265,2021-11,94.43,89.57,59.67,243.67,159.39
1000226,2000265,2021-12,97.96,82.25,57.36,237.57,155.42
1000232,2000271,2021-01,102.08,78.69,54.15,234.92,153.7
1000232,2000271,2021-02,121.84,73.85,76.02,271.71,177.61
1000232,2000271,2021-03,80.59,88.76,46.36,215.71,141.21
1000232,2000271,2021-04,97.02,64.4,46.87,208.3,136.39
1000232,2000271,2021-05,122.44,117.27,65.56,305.27,199.43
1000232,2000271,2021-06,92.57,96.35,52.11,241.02,157.67
1000232,2000271,2021-07,117.57,75.55,74.25,267.36,174.79
1000232,2000271,2021-08,89.74,99.6,83.62,272.97,178.43
1000232,2000271,2021-09,81.41,48.19,66.97,196.57,128.77
1000232,2000271,2021-10,78.66,66.98,73.46,219.1,143.41
1000232,2000271,2021-11,61.84,79.04,56.62,197.5,129.38
1000232,2000271,2021-12,73.88,95.66,58.88,228.42,149.47
1000247,2000288,2021-01,138.72,74.42,60.72,273.87,179.02
1000247,2000288,2021-02,143.12,74.38,65.27,282.76,184.8
1000247,2000288,2021-03,76.14,80.03,79.52,235.69,154.2
1000247,2000288,2021-04,97.17,48.96,61.05,207.18,135.67
1000247,2000288,2021-05,56.25,67.31,64.25,187.81,123.08
1000247,2000288,2021-06,115.48,94.85,80.24,290.56,189.87
1000247,2000288,2021-07,42.93,116.73,76.46,236.12,154.48
1000247,2000288,2021-08,110.69,143.62,48.87,303.18,198.07
1000247,2000288,2021-09,72.34,107.53,76.47,256.35,167.63
1000247,2000288,2021-10,117.43,92.93,70.95,281.31,183.85
1000247,2000288,2021-11,112.38,72.1,70.08,254.56,166.46
1000247,2000288,2021-12,94.49,114.65,55.81,264.95,173.22
1000256,2000300,2021-01,102.54,88.54,54.34,245.41,160.52
1000256,2000300,2021-02,146.28,135.44,75.29,357.0,233.05
1000256,2000300,2021-03,139.39,50.36,65.52,255.26,166.92
1000256,2000300,2021-04,95.81,61.14,90.07,247.02,161.56
1000256,2000300,2021-05,112.58,105.02,63.57,281.17,183.76
1000256,2000300,2021-06,130.56,70.21,53.81,254.58,166.48
1000256,2000300,2021-07,96.52,72.59,67.05,236.16,154.51
1000256,2000300,2021-08,83.97,38.1,74.29,196.35,128.63
1000256,2000300,2021-09,92.84,67.56,69.96,230.36,150.73
1000256,2000300,2021-10,104.43,112.97,57.75,275.15,179.84
1000256,2000300,2021-11,112.69,91.08,70.73,274.5,179.43
1000256,2000300,2021-12,102.47,89.69,71.21,263.36,172.19
1000257,2000301,2021-01,59.31,93.18,50.45,202.94,132.91
1000257,2000301,2021-02,104.94,49.32,56.64,210.9,138.08
1000257,2000301,2021-03,111.82,86.55,45.69,244.05,159.64
1000257,2000301,2021-04,369.12,212.9,197.36,779.37,507.59
1000257,2000301,2021-05,98.06,89.6,62.98,250.64,163.92
1000257,2000301,2021-06,95.62,104.41,40.17,240.19,157.13
1000257,2000301,2021-07,72.73,99.21,70.54,242.49,158.62
1000257,2000301,2021-08,106.04,63.21,60.67,229.91,150.44
1000257,2000301,2021-09,70.49,68.3,53.41,192.2,125.93
1000257,2000301,2021-10,127.44,80.68,75.14,283.26,185.12
1000257,2000301,2021-11,93.23,75.03,56.45,224.71,147.06
1000257,2000301,2021-12,123.49,90.06,77.36,290.91,190.09
1000266,2000311,2021-01,115.58,101.48,57.1,274.16,179.2
1000266,2000311,2021-02,111.01,66.87,69.94,247.82,162.08
1000266,2000311,2021-03,116.18,61.46,47.65,225.28,147.43
1000266,2000311,2021-04,120.5,116.73,64.71,301.94,197.26
1000266,2000311,2021-05,76.48,66.19,86.21,228.89,149.78
1000266,2000311,2021-06,86.85,71.43,89.75,248.03,162.22
1000266,2000311,2021-07,45.19,110.43,59.26,214.88,140.67
1000266,2000311,2021-08,109.05,89.31,70.23,268.59,175.59
1000266,2000311,2021-09,116.2,83.99,63.94,264.13,172.69
1000266,2000311,2021-10,92.04,99.77,46.08,237.89,155.63
1000266,2000311,2021-11,63.78,64.03,50.35,178.16,116.81
1000266,2000311,2021-12,63.37,123.89,52.03,239.29,156.54
1000271,2000319,2021-01,131.74,121.55,84.61,337.9,220.64
1000271,2000319,2021-02,107.5,70.6,68.21,246.31,161.1
1000271,2000319,2021-03,112.51,51.2,59.97,223.68,146.39
1000271,2000319,2021-04,55.39,92.81,59.39,207.59,135.94
1000271,2000319,2021-05,279.2,256.38,154.77,690.34,449.72
1000271,2000319,2021-06,80.35,69.07,73.9,223.32,146.16
1000271,2000319,2021-07,92.97,75.63,73.36,241.96,158.28
1000271,2000319,2021-08,80.9,119.82,38.02,238.75,156.19
1000271,2000319,2021-09,114.95,89.88,55.7,260.53,170.35
1000271,2000319,2021-10,151.96,113.2,37.77,302.93,197.91
1000271,2000319,2021-11,119.19,72.96,55.19,247.35,161.78
1000271,2000319,2021-12,101.86,104.55,63.71,270.12,176.58
1000278,2000327,2021-01,107.14,120.37,42.7,270.21,176.64
1000278,2000327,2021-02,91.44,78.01,52.8,222.24,145.46
1000278,2000327,2021-03,103.94,74.87,82.51,261.32,170.86
1000278,2000327,2021-04,121.83,53.95,45.57,221.36,144.88
1000278,2000327,2021-05,65.08,87.1,45.71,197.89,129.63
1000278,2000327,2021-06,149.68,42.99,83.18,275.85,180.3
1000278,2000327,2021-07,113.95,63.72,74.01,251.67,164.59
1000278,2000327,2021-08,112.69,95.84,73.33,281.86,184.21
1000278,2000327,2021-09,53.6,50.85,68.23,172.69,113.25
1000278,2000327,2021-10,110.96,50.85,62.58,224.39,146.85
1000278,2000327,2021-11,103.08,89.66,61.49,254.23,166.25
1000278,2000327,2021-12,93.97,47.85,63.15,204.96,134.23
1000281,2000330,2021-01,85.51,66.1,74.05,225.66,147.68
1000281,2000330,2021-02,96.75,96.23,90.76,283.75,185.44
1000281,2000330,2021-03,110.11,71.98,58.62,240.72,157.47
1000281,2000330,2021-04,88.01,30.15,61.19,179.34,117.57
1000281,2000330,2021-05,396.25,434.19,245.82,1076.26,700.57
1000281,2000330,2021-06,125.65,77.59,66.07,269.31,176.05
1000281,2000330,2021-07,129.99,91.52,39.68,261.18,170.77
1000281,2000330,2021-08,129.73,47.81,32.36,209.9,137.44
1000281,2000330,2021-09,25.79,63.65,84.48,173.91,114.04
1000281,2000330,2021-10,130.51,36.82,62.37,229.7,150.31
1000281,2000330,2021-11,96.09,120.21,78.81,295.1,192.82
1000281,2000330,2021-12,129.01,129.14,65.25,323.4,211.21
1000282,2000332,2021-01,74.05,33.88,57.94,165.86,108.81
1000282,2000332,2021-02,82.42,61.36,62.79,206.57,135.27
1000282,2000332,2021-03,113.48,108.39,81.42,303.3,198.14
1000282,2000332,2021-04,100.65,116.61,51.65,268.91,175.79
1000282,2000332,2021-05,123.12,146.4,50.13,319.65,208.77
1000282,2000332,2021-06,124.49,27.19,65.11,216.78,141.91
1000282,2000332,2021-07,139.32,112.24,80.51,332.07,216.84
1000282,2000332,2021-08,85.24,92.79,71.75,249.78,163.36
1000282,2000332,2021-09,121.16,118.24,63.99,303.38,198.2
1000282,2000332,2021-10,70.75,91.93,57.76,220.43,144.28
1000282,2000332,2021-11,66.29,82.57,68.44,217.3,142.24
1000282,2000332,2021-12,66.21,51.05,79.42,196.68,128.84
1000287,2000340,2021-01,82.08,39.05,43.88,165.01,108.26
1000287,2000340,2021-02,101.89,47.4,62.19,211.48,138.46
1000287,2000340,2021-03,73.23,93.67,57.96,224.85,147.15
1000287,2000340,2021-04,153.28,89.33,50.76,293.38,191.7
1000287,2000340,2021-05,98.37,100.03,66.3,264.7,173.06
1000287,2000340,2021-06,101.8,74.32,68.5,244.62,160.0
1000287,2000340,2021-07,96.66,164.89,77.3,338.84,221.25
1000287,2000340,2021-08,114.2,89.91,73.56,277.67,181.49
1000287,2000340,2021-09,79.53,65.34,60.52,205.39,134.5
1000287,2000340,2021-10,72.77,80.53,72.86,226.16,148.01
1000287,2000340,2021-11,103.8,83.28,62.31,249.38,163.1
1000287,2000340,2021-12,103.83,93.11,52.55,249.49,163.17
1000295,2000348,2021-01,250.15,162.18,233.8,646.13,420.98
1000295,2000348,2021-02,117.15,126.19,55.61,298.95,195.32
1000295,2000348,2021-03,133.89,97.96,48.91,280.77,183.5
1000295,2000348,2021-04,93.31,96.73,54.2,244.23,159.75
1000295,2000348,2021-05,,,,,
1000295,2000348,2021-06,118.65,97.18,71.82,287.65,187.97
1000295,2000348,2021-07,120.54,93.64,76.35,290.52,189.84
1000295,2000348,2021-08,124.94,118.94,70.72,314.6,205.49
1000295,2000348,2021-09,67.46,60.61,53.18,181.25,118.81
1000295,2000348,2021-10,65.16,41.63,55.83,162.62,106.7
1000295,2000348,2021-11,139.8,91.2,59.35,290.35,189.73
1000295,2000348,2021-12,78.66,128.59,71.32,278.58,182.08
1000309,2000363,2021-01,119.39,82.01,56.95,258.35,168.93
1000309,2000363,2021-02,124.77,81.54,41.69,248.0,162.2
1000309,2000363,2021-03,96.86,46.71,58.31,201.88,132.23
1000309,2000363,2021-04,120.51,80.52,51.66,252.69,165.25
1000309,2000363,2021-05,160.49,89.98,60.87,311.34,203.37
1000309,2000363,2021-06,101.26,97.91,53.14,252.31,165.0
1000309,2000363,2021-07,106.8,96.09,50.86,253.75,165.94
1000309,2000363,2021-08,8.5,126.33,53.53,188.36,123.44
1000309,2000363,2021-09,65.71,54.01,86.97,206.69,135.35
1000309,2000363,2021-10,134.19,48.27,52.97,235.43,154.03
1000309,2000363,2021-11,110.34,74.98,34.05,219.37,143.59
1000309,2000363,2021-12,99.99,87.33,70.71,258.02,168.72
1000316,2000370,2021-01,133.34,110.36,66.04,309.74,202.33
1000316,2000370,2021-02,113.27,68.86,76.56,258.69,169.15
1000316,2000370,2021-03,72.97,110.21,62.97,246.15,161.0
1000316,2000370,2021-04,137.25,114.68,82.83,334.75,218.59
1000316,2000370,2021-05,100.04,79.23,65.77,245.05,160.28
1000316,2000370,2021-06,72.7,93.36,55.22,221.29,144.84
1000316,2000370,2021-07,239.75,152.05,86.74,478.53,312.05
1000316,2000370,2021-08,103.13,62.19,74.95,240.27,157.17
1000316,2000370,2021-09,100.24,74.68,61.15,236.08,154.45
1000316,2000370,2021-10,95.54,32.54,60.05,188.13,123.28
1000316,2000370,2021-11,106.54,117.31,89.41,313.26,204.62
1000316,2000370,2021-12,83.24,89.52,70.32,243.08,159.0
1000354,2000411,2021-01,129.53,42.3,54.77,226.6,148.29
1000354,2000411,2021-02,62.73,47.44,60.7,170.87,112.06
1000354,2000411,2021-03,91.55,71.99,81.44,244.98,160.23
1000354,2000411,2021-04,77.27,138.06,55.27,270.6,176.89
1000354,2000411,2021-05,102.7,84.36,72.78,259.84,169.9
1000354,2000411,2021-06,107.45,83.26,74.7,265.42,173.52
1000354,2000411,2021-07,78.25,89.83,62.83,230.91,151.09
1000354,2000411,2021-08,88.41,78.28,79.38,246.08,160.95
1000354,2000411,2021-09,90.83,106.65,73.59,271.07,177.2
1000354,2000411,2021-10,94.39,75.3,53.78,223.47,146.25
1000354,2000411,2021-11,97.16,96.06,45.04,238.26,155.87
1000354,2000411,2021-12,126.53,81.42,63.45,271.39,177.41
1000373,2000435,2021-01,102.08,71.96,52.02,226.06,147.94
1000373,2000435,2021-02,102.75,85.94,74.02,262.72,171.77
1000373,2000435,2021-03,76.74,76.38,59.65,212.77,139.3
1000373,2000435,2021-04,53.77,60.4,75.65,189.82,124.38
