id_suministro,id_medidor,anio_mes,energia_valle,energia_pico,energia_media,energia_total,monto_facturado
1000226,2000265,2022-03,119.0,122.29,46.33,287.62,187.95
1000226,2000265,2022-04,94.12,82.17,77.18,253.47,165.76
1000226,2000265,2022-05,108.1,111.6,77.82,297.52,194.39
1000226,2000265,2022-06,111.16,124.44,73.21,308.81,201.72
1000226,2000265,2022-07,136.4,94.48,47.14,278.02,181.71
1000226,2000265,2022-08,122.84,60.07,64.15,247.06,161.59
1000226,2000265,2022-09,97.99,81.27,64.43,243.7,159.4
1000226,2000265,2022-10,81.17,63.26,46.02,190.45,124.79
1000226,2000265,2022-11,64.41,113.99,62.06,240.47,157.31
1000226,2000265,2022-12,93.05,109.91,59.13,262.09,171.36
1000232,2000271,2022-01,72.45,92.34,48.76,213.55,139.81
1000232,2000271,2022-02,98.94,97.06,58.34,254.34,166.32
1000232,2000271,2022-03,105.55,93.16,71.93,270.63,176.91
1000232,2000271,2022-04,78.99,68.27,59.84,207.09,135.61
1000232,2000271,2022-05,96.45,52.37,49.29,198.11,129.77
1000232,2000271,2022-06,125.66,65.91,80.86,272.44,178.09
1000232,2000271,2022-07,124.67,57.11,67.03,248.81,162.73
1000232,2000271,2022-08,75.7,91.54,56.91,224.15,146.7
1000232,2000271,2022-09,127.63,97.14,52.09,276.86,180.96
1000232,2000271,2022-10,166.12,89.95,59.77,315.84,206.3
1000232,2000271,2022-11,89.91,60.65,74.4,224.95,147.22
1000232,2000271,2022-12,115.02,87.27,55.37,257.66,168.48
1000247,2000288,2022-01,96.18,68.84,69.5,234.52,153.44
1000247,2000288,2022-02,91.72,85.28,69.69,246.68,161.34
1000247,2000288,2022-03,69.6,97.0,59.17,225.77,147.75
1000247,2000288,2022-04,73.46,74.71,47.57,195.74,128.23
1000247,2000288,2022-05,72.57,50.16,71.37,194.09,127.16
1000247,2000288,2022-06,102.79,92.46,67.8,263.05,171.98
1000247,2000288,2022-07,122.02,91.99,55.2,269.22,175.99
1000247,2000288,2022-08,150.52,100.13,85.61,336.26,219.57
1000247,2000288,2022-09,75.42,73.01,92.47,240.89,157.58
1000247,2000288,2022-10,143.22,80.53,42.81,266.56,174.26
1000247,2000288,2022-11,169.83,229.53,172.33,571.69,372.6
1000247,2000288,2022-12,188.88,264.02,186.05,638.95,416.31
1000256,2000300,2022-01,93.69,72.36,75.03,241.07,157.7
1000256,2000300,2022-02,92.58,103.53,69.92,266.02,173.91
1000256,2000300,2022-03,65.06,79.63,72.54,217.22,142.2
1000256,2000300,2022-04,129.03,101.28,67.17,297.49,194.37
1000256,2000300,2022-05,57.26,103.74,44.15,205.15,134.35
1000256,2000300,2022-06,73.81,66.75,69.85,210.41,137.76
1000256,2000300,2022-07,39.03,88.49,69.62,197.15,129.14
1000256,2000300,2022-08,51.24,52.89,64.54,168.68,110.64
1000256,2000300,2022-09,109.43,96.47,67.93,273.83,178.99
1000256,2000300,2022-10,97.51,92.82,77.34,267.67,174.99
1000256,2000300,2022-11,101.93,97.84,69.88,269.65,176.27
1000256,2000300,2022-12,78.37,109.79,54.97,243.13,159.03
1000257,2000301,2022-01,103.85,103.3,75.51,282.66,184.73
1000257,2000301,2022-02,67.32,99.4,63.95,230.67,150.94
1000257,2000301,2022-03,71.55,68.64,62.44,202.63,132.71
1000257,2000301,2022-04,67.54,120.0,59.36,246.9,161.48
1000257,2000301,2022-05,69.2,92.98,36.03,198.21,129.84
1000257,2000301,2022-06,54.34,87.46,76.62,218.41,142.97
1000257,2000301,2022-07,68.88,57.84,43.58,170.31,111.7
1000257,2000301,2022-08,70.19,55.7,57.18,183.07,120.0
1000257,2000301,2022-09,73.85,94.23,74.42,242.5,158.63
1000257,2000301,2022-10,57.72,163.74,62.4,283.87,185.51
1000257,2000301,2022-11,118.93,166.9,55.1,340.93,222.61
1000257,2000301,2022-12,144.02,101.27,65.68,310.96,203.12
1000266,2000311,2022-01,90.55,68.34,88.16,247.05,161.58
1000266,2000311,2022-02,101.9,57.11,49.86,208.87,136.77
1000266,2000311,2022-03,116.77,98.9,63.81,279.49,182.67
1000266,2000311,2022-04,82.65,85.11,65.56,233.33,152.67
1000266,2000311,2022-05,130.1,103.58,77.3,310.98,203.14
1000266,2000311,2022-06,111.88,111.58,52.92,276.38,180.65
1000266,2000311,2022-07,131.93,99.38,74.73,306.04,199.93
1000266,2000311,2022-08,127.02,73.61,51.04,251.67,164.59
1000266,2000311,2022-09,87.63,99.53,69.07,256.23,167.55
1000266,2000311,2022-10,112.05,97.52,61.1,270.67,176.94
1000266,2000311,2022-11,143.68,99.27,64.19,307.14,200.64
1000266,2000311,2022-12,88.98,102.69,49.02,240.7,157.45
1000271,2000319,2022-01,100.62,108.28,69.49,278.38,181.95
1000271,2000319,2022-02,82.55,148.66,52.68,283.89,185.53
1000271,2000319,2022-03,100.96,71.16,73.45,245.57,160.62
1000271,2000319,2022-04,95.48,78.86,63.62,237.95,155.67
1000271,2000319,2022-05,84.1,163.29,60.18,307.57,200.92
1000271,2000319,2022-06,53.58,102.0,62.55,218.14,142.79
1000271,2000319,2022-07,101.44,76.75,43.77,221.96,145.27
1000271,2000319,2022-08,79.11,89.56,57.42,226.09,147.96
1000271,2000319,2022-09,86.92,53.58,68.14,208.65,136.62
1000271,2000319,2022-10,98.01,106.31,60.93,265.25,173.41
1000271,2000319,2022-11,111.56,113.47,60.83,285.86,186.81
1000271,2000319,2022-12,87.95,103.91,73.36,265.21,173.39
1000278,2000327,2022-01,143.43,80.7,71.54,295.67,193.19
1000278,2000327,2022-02,105.93,32.86,66.25,205.04,134.28
1000278,2000327,2022-03,52.4,92.16,51.95,196.51,128.73
1000278,2000327,2022-04,114.5,55.03,67.19,236.72,154.87
1000278,2000327,2022-05,74.7,60.59,45.65,180.94,118.61
1000278,2000327,2022-06,59.16,75.93,60.9,195.99,128.39
1000278,2000327,2022-07,125.39,87.11,53.77,266.27,174.08
1000278,2000327,2022-08,183.71,51.99,48.72,284.42,185.88
1000278,2000327,2022-09,105.8,93.46,62.49,261.75,171.14
1000278,2000327,2022-10,113.21,81.76,64.35,259.32,169.56
1000278,2000327,2022-11,145.72,91.9,58.75,296.37,193.64
1000278,2000327,2022-12,85.2,62.62,69.38,217.19,142.17
1000281,2000330,2022-01,87.14,82.53,34.14,203.81,133.48
1000281,2000330,2022-02,102.28,57.1,63.92,223.3,146.14
1000281,2000330,2022-03,93.64,72.5,68.33,234.47,153.41
1000281,2000330,2022-04,367.01,86.12,159.57,612.69,399.25
1000281,2000330,2022-05,51.49,86.32,68.19,206.01,134.9
1000281,2000330,2022-06,106.87,93.78,64.82,265.47,173.56
1000281,2000330,2022-07,93.79,44.23,59.0,197.02,129.06
1000281,2000330,2022-08,296.37,368.58,229.48,894.42,582.38
1000281,2000330,2022-09,93.26,80.88,63.65,237.79,155.56
1000281,2000330,2022-10,90.34,87.01,44.74,222.09,145.36
1000281,2000330,2022-11,92.17,53.46,36.77,182.39,119.56
1000281,2000330,2022-12,99.54,96.47,63.79,259.8,169.87
1000282,2000332,2022-01,126.09,71.96,50.42,248.47,162.51
1000282,2000332,2022-02,56.24,102.47,57.73,216.43,141.68
1000282,2000332,2022-03,62.25,86.17,67.04,215.46,141.05
1000282,2000332,2022-04,118.22,101.57,55.27,275.07,179.8
1000282,2000332,2022-05,108.08,102.21,74.86,285.15,186.35
1000282,2000332,2022-06,68.21,94.95,55.07,218.24,142.85
1000282,2000332,2022-07,86.09,87.44,74.51,248.05,162.23
1000282,2000332,2022-08,80.93,81.18,52.04,214.16,140.2
1000282,2000332,2022-09,96.23,64.64,58.08,218.95,143.32
1000282,2000332,2022-10,124.8,60.99,63.8,249.59,163.24
1000282,2000332,2022-11,83.47,109.22,64.41,257.11,168.12
1000282,2000332,2022-12,47.21,50.64,51.64,149.5,98.17
1000287,2000340,2022-01,,,,,
1000287,2000340,2022-02,115.76,65.59,48.27,229.62,150.25
1000287,2000340,2022-03,76.22,90.46,67.53,234.22,153.24
1000287,2000340,2022-04,112.23,71.66,59.52,243.41,159.21
1000287,2000340,2022-05,128.7,101.99,53.47,284.16,185.7
1000287,2000340,2022-06,107.94,95.44,57.57,260.94,170.61
1000287,2000340,2022-07,137.28,91.87,60.9,290.05,189.53
1000287,2000340,2022-08,90.24,117.22,73.27,280.73,183.47
1000287,2000340,2022-09,348.79,220.32,209.07,778.19,506.82
1000287,2000340,2022-10,125.92,105.78,54.79,286.49,187.22
1000287,2000340,2022-11,84.71,77.34,77.45,239.5,156.68
1000287,2000340,2022-12,73.05,97.01,64.85,234.91,153.69
1000295,2000348,2022-01,108.69,165.34,69.38,343.41,224.22
1000295,2000348,2022-02,135.27,126.47,64.12,325.86,212.81
1000295,2000348,2022-03,132.23,62.74,42.0,236.97,155.03
1000295,2000348,2022-04,73.12,143.0,48.4,264.52,172.94
1000295,2000348,2022-05,97.21,44.98,67.36,209.54,137.2
1000295,2000348,2022-06,111.41,75.86,54.01,241.28,157.83
1000295,2000348,2022-07,92.05,96.22,59.83,248.1,162.26
1000295,2000348,2022-08,73.39,115.82,51.57,240.79,157.51
1000295,2000348,2022-09,138.74,118.85,52.1,309.68,202.29
1000295,2000348,2022-10,103.15,100.53,76.63,280.3,183.2
1000295,2000348,2022-11,72.88,91.49,61.13,225.5,147.57
1000295,2000348,2022-12,112.05,59.57,56.13,227.75,149.04
1000309,2000363,2022-01,115.15,102.95,58.15,276.25,180.56
1000309,2000363,2022-02,133.61,59.38,62.0,254.98,166.74
1000309,2000363,2022-03,131.47,19.59,52.71,203.77,133.45
1000309,2000363,2022-04,110.85,65.65,70.22,246.72,161.37
1000309,2000363,2022-05,97.46,55.33,47.66,200.45,131.29
1000309,2000363,2022-06,84.03,66.81,56.29,207.13,135.63
1000309,2000363,2022-07,91.56,112.45,33.87,237.88,155.62
1000309,2000363,2022-08,99.17,61.83,65.37,226.37,148.14
1000309,2000363,2022-09,66.55,67.67,38.35,172.57,113.17
1000309,2000363,2022-10,106.34,96.33,84.73,287.41,187.82
1000309,2000363,2022-11,328.35,329.63,158.74,816.72,531.87
1000309,2000363,2022-12,109.52,95.16,77.34,282.02,184.32
1000316,2000370,2022-01,93.78,46.57,66.38,206.73,135.37
1000316,2000370,2022-02,90.28,109.17,45.84,245.29,160.44
1000316,2000370,2022-03,95.13,103.97,76.54,275.63,180.16
1000316,2000370,2022-04,87.14,60.65,49.71,197.51,129.38
1000316,2000370,2022-05,86.1,100.04,76.56,262.71,171.76
1000316,2000370,2022-06,62.99,80.72,55.72,199.44,130.63
1000316,2000370,2022-07,88.33,90.88,61.21,240.43,157.28
1000316,2000370,2022-08,45.7,130.78,58.02,234.5,153.42
1000316,2000370,2022-09,116.39,106.17,79.69,302.24,197.46
1000316,2000370,2022-10,99.08,53.99,50.24,203.31,133.15
1000316,2000370,2022-11,117.77,133.79,83.0,334.56,218.47
1000316,2000370,2022-12,71.08,85.92,81.42,238.41,155.97
1000354,2000411,2022-01,107.37,48.61,51.57,207.55,135.91
1000354,2000411,2022-02,97.41,40.11,71.58,209.09,136.91
1000354,2000411,2022-03,73.78,88.98,70.14,232.91,152.39
1000354,2000411,2022-04,272.18,169.07,111.97,553.22,360.59
1000354,2000411,2022-05,90.05,128.78,60.44,279.27,182.52
1000354,2000411,2022-06,73.08,86.06,73.42,232.56,152.16
1000354,2000411,2022-07,96.78,82.33,64.46,243.56,159.32
1000354,2000411,2022-08,86.79,88.98,66.5,242.27,158.47
1000354,2000411,2022-09,76.74,113.24,64.69,254.67,166.53
1000354,2000411,2022-10,79.17,115.15,53.08,247.4,161.81
1000354,2000411,2022-11,112.43,110.35,34.63,257.41,168.32
1000354,2000411,2022-12,78.85,71.34,50.44,200.63,131.41
1000373,2000435,2022-01,127.11,90.1,57.4,274.6,179.49
1000373,2000435,2022-02,81.43,85.22,68.12,234.77,153.6
1000373,2000435,2022-03,90.57,89.67,46.11,226.35,148.13
1000373,2000435,2022-04,136.26,52.41,53.58,242.25,158.47
1000373,2000435,2022-05,99.31,115.06,77.48,291.86,190.71
