id_suministro,id_medidor,anio_mes,energia_total_kwh,demanda_max_kw,n_registros,n_registros_error
1348825,2005,2025-10,677.2991,50.915,744,13
1371214,1395,2025-10,601.7994,46.165,744,11
1378262,784,2025-10,10018.1075,1314.255,744,15
1380185,347,2025-10,607.4754,47.4,744,14
1383408,920,2025-10,515.6956,44.425,744,8
1385719,1462,2025-10,583.1708,49.669999999999995,744,9
1386122,1148,2025-10,581.2943,46.63,744,7
1399450,2188,2025-10,714.8279,61.885,744,13
1399450,2189,2025-10,572.2706000000001,38.545,744,14
1399756,335,2025-10,482.5096,38.425,744,6
1409362,848,2025-10,496.2151,34.08,744,7
1415603,1421,2025-10,8093.1239,554.7900000000001,744,14
1421903,1081,2025-10,499.9301,32.14,744,13
1431993,746,2025-10,577.5808,51.07000000000001,744,12
1433904,81,2025-10,509.9774,42.675000000000004,744,10
1435642,104,2025-10,553.1908,45.83,744,13
1448200,261,2025-10,662.7389,63.949999999999996,744,20
1452365,635,2025-10,486.6302,22.61,744,7
1452365,636,2025-10,524.3682,36.385,744,16
1494103,434,2025-10,611.4438,72.26,744,10
1494732,2038,2025-10,571.6155,55.230000000000004,744,16
1499232,1554,2025-10,614.2276,52.839999999999996,744,16
1499232,1555,2025-10,556.2065,51.235,744,11
1502475,85,2025-10,481.38,35.74,744,11
1502475,86,2025-10,482.8388,18.005,744,12
1511187,1939,2025-10,7896.5997,633.725,744,9
1512676,1782,2025-10,455.024,7.475,744,10
1519034,2002,2025-10,607.1108,71.285,744,5
1522068,263,2025-10,548.2399,53.995000000000005,744,12
1524041,386,2025-10,668.4147,60.394999999999996,744,13
1528797,1600,2025-10,626.5962,63.42,744,12
1528797,1601,2025-10,508.3572,43.725,744,9
1539450,7,2025-10,588.1524000000001,58.440000000000005,744,9
1541754,168,2025-10,615.4819,43.13,744,9
1541754,169,2025-10,467.9264,21.62,744,9
1547965,543,2025-10,718.2775,78.635,744,11
1553140,643,2025-10,578.5819,69.76,744,10
1557371,224,2025-10,608.5502,63.575,744,17
1578136,656,2025-10,615.127,56.57,744,15
1582928,2216,2025-10,575.1981,46.125,744,14
1585247,1987,2025-10,600.107,61.78,744,11
1585388,1331,2025-10,596.7258,59.195,744,16
1585714,1005,2025-10,640.774,62.89,744,14
1596179,1468,2025-10,497.9575,39.855000000000004,744,15
1597869,389,2025-10,684.8796,55.14,744,17
1601640,1965,2025-10,637.2644,41.46,744,14
1601640,1966,2025-10,564.3962,55.785,744,14
1606514,1684,2025-10,504.1537,44.879999999999995,744,11
1608149,1149,2025-10,512.7705,51.665000000000006,744,8
1621309,2185,2025-10,563.9474,39.615,744,9
1621309,2186,2025-10,492.7141,26.6,744,15
1627600,1122,2025-10,549.2876,65.11,744,12
1628990,1979,2025-10,454.5035,5.525,744,10
1630096,75,2025-10,477.2184,17.224999999999998,744,8
1631696,1813,2025-10,567.4091,59.75,744,11
1637632,532,2025-10,547.866,40.835,744,12
1637632,533,2025-10,462.1821,10.16,744,8
1649556,1218,2025-10,7710.3569,663.26,744,10
1649556,1219,2025-10,7596.5783,454.83500000000004,744,8
1660416,2064,2025-10,485.8319,31.955,744,10
1660416,2065,2025-10,713.5882,63.195,744,12
1661710,1549,2025-10,506.4022,48.835,744,6
1662921,754,2025-10,463.92,7.249999999999999,744,8
1665672,445,2025-10,451.2775,7.155,744,8
1668626,1385,2025-10,479.0224,25.540000000000003,744,8
1675779,964,2025-10,479.8374,24.474999999999998,744,11
1677390,616,2025-10,629.9822,54.48499999999999,744,13
1679813,483,2025-10,602.2116,74.26,744,14
1683242,977,2025-10,659.5571,62.41,744,13
1684525,1951,2025-10,580.0141,52.595000000000006,744,14
1690860,188,2025-10,756.0529,54.754999999999995,744,17
1692682,758,2025-10,525.9209,29.335,744,5
1692682,759,2025-10,661.5903999999999,52.66499999999999,744,11
1701056,2248,2025-10,554.1118,48.54,744,11
1701056,2249,2025-10,587.2936,55.995,744,8
1701987,87,2025-10,642.1719,66.5,744,10
1703209,1032,2025-10,567.225,43.635000000000005,744,10
1703209,1033,2025-10,522.2302999999999,51.075,744,13
1714618,123,2025-10,650.8066,51.82,744,13
1716919,382,2025-10,545.9894,54.08,744,10
1716919,383,2025-10,446.168,1.488,744,6
1728101,1567,2025-10,626.3251,58.040000000000006,744,16
1728237,26,2025-10,579.5312,56.279999999999994,744,10
1729896,406,2025-10,515.274,43.525000000000006,744,8
1735461,1937,2025-10,496.5447,46.695,744,7
1739280,1482,2025-10,445.386,1.6284,744,9
1749894,1573,2025-10,662.168,64.185,744,14
1754417,360,2025-10,531.2689,43.3,744,7
1758044,2286,2025-10,571.2872,53.44,744,13
1776816,1677,2025-10,729.9874,51.81,744,19
1781315,1823,2025-10,612.7717,55.83,744,8
1782171,31,2025-10,502.1637,35.35,744,12
1785848,1612,2025-10,483.8959,26.305,744,9
1786987,564,2025-10,632.0393,50.025,744,13
1792479,143,2025-10,667.4113,54.690000000000005,744,16
1793240,519,2025-10,7833.9603,707.165,744,7
1793240,520,2025-10,9679.0211,932.805,744,10
1794284,367,2025-10,586.7425000000001,47.695,744,10
1794284,368,2025-10,564.8691,53.949999999999996,744,8
1799544,1694,2025-10,564.2402,55.57,744,9
1799544,1695,2025-10,596.3486,63.65,744,13
1816249,1859,2025-10,555.4092,43.2,744,10
1825202,742,2025-10,448.3392,1.443,744,8
1826218,2317,2025-10,503.2502,33.965,744,14
1830167,1072,2025-10,494.1161,34.339999999999996,744,7
1834795,2331,2025-10,514.4304,50.42,744,13
1835033,1898,2025-10,595.4427000000001,49.185,744,16
1851019,771,2025-10,548.9306,58.404999999999994,744,12
1851622,393,2025-10,477.5579,18.6,744,18
1854327,2187,2025-10,750.6799,67.065,744,14
1864839,619,2025-10,561.0971,46.86,744,10
1876613,1721,2025-10,685.0789,49.055,744,12
1876613,1722,2025-10,508.1697,40.635,744,11
1878529,1595,2025-10,541.7515,29.294999999999998,744,13
1878917,447,2025-10,650.3753,55.30500000000001,744,10
1884630,1932,2025-10,493.3621,22.57,744,22
1884787,479,2025-10,515.6247,35.06,744,17
1887619,1865,2025-10,475.0816,24.19,744,8
1898591,339,2025-10,602.4522,74.115,744,9
1898591,340,2025-10,549.035,53.015,744,20
1901381,1102,2025-10,547.8935,38.379999999999995,744,7
1902229,1528,2025-10,681.09,63.32,744,11
1905848,1322,2025-10,9292.9805,689.7,744,10
1905848,1323,2025-10,6750.2646,22.8759,744,7
1906678,1876,2025-10,642.575,59.055,744,8
1908598,917,2025-10,555.4278,52.93,744,8
1910726,2200,2025-10,8740.3689,945.3799999999999,744,5
1911472,1720,2025-10,526.631,30.745,744,11
1915389,1737,2025-10,475.5653,30.805,744,12
1917474,1667,2025-10,714.6146,69.97,744,14
1925190,1221,2025-10,526.3781,40.975,744,14
1929073,965,2025-10,583.6306,40.445,744,10
1937570,2063,2025-10,580.1878,44.935,744,11
1937721,1379,2025-10,650.5855,55.54,744,15
1942438,1029,2025-10,641.4086,61.49,744,10
1944270,942,2025-10,615.8569,62.81,744,12
1945574,1638,2025-10,455.8637,7.065,744,9
1945727,179,2025-10,8273.4812,563.37,744,12
1945879,2119,2025-10,499.5174,23.195,744,12
1952627,276,2025-10,529.1261,40.845,744,11
1952627,277,2025-10,512.6693,27.49,744,10
1956656,1133,2025-10,529.0006,48.754999999999995,744,5
1962370,698,2025-10,541.5854,52.370000000000005,744,9
1962370,699,2025-10,557.2205,48.615,744,17
1967364,2271,2025-10,599.3935,68.49499999999999,744,13
1972325,208,2025-10,444.9815,1.6194,744,7
1972325,209,2025-10,617.9553,41.485,744,12
1993385,1407,2025-10,654.5613,62.849999999999994,744,14
1997102,1980,2025-10,528.907,34.510000000000005,744,13
2000349,178,2025-10,544.2193,36.055,744,9
2004430,1558,2025-10,520.8774,42.085,744,8
2004430,1559,2025-10,507.3874,42.605,744,11
2006793,1672,2025-10,558.8649,47.575,744,10
2009181,59,2025-10,509.9633,42.895,744,12
2021313,207,2025-10,551.6142,61.515,744,11
2033034,1767,2025-10,596.7698,54.285000000000004,744,17
2040382,1819,2025-10,492.9885,19.785,744,8
2050851,18,2025-10,557.0706,56.589999999999996,744,8
2050851,19,2025-10,552.1368,37.445,744,11
2051675,1135,2025-10,485.3051,34.865,744,9
2051675,1136,2025-10,547.8131,57.14,744,10
2052451,371,2025-10,576.6893,87.105,744,11
2056441,1241,2025-10,572.6053,51.815,744,6
2058768,631,2025-10,582.0612,59.404999999999994,744,11
2059938,719,2025-10,449.1229,1.471,744,10
2064715,1202,2025-10,476.9863,23.01,744,11
2066332,1168,2025-10,490.0354,42.075,744,8
2071182,1097,2025-10,504.0686,54.115,744,8
2075133,1556,2025-10,576.8493,60.83,744,10
2075133,1557,2025-10,645.205,54.795,744,14
2075663,578,2025-10,665.2364,59.345000000000006,744,19
2077874,1390,2025-10,658.0324,48.495,744,11
2080188,2058,2025-10,536.1436,52.565,744,12
2082282,1111,2025-10,598.9609,52.04,744,12
2083857,210,2025-10,497.1851,26.6,744,11
2088023,1706,2025-10,617.7904,53.36,744,15
2089152,333,2025-10,491.2496,39.905,744,8
2089152,334,2025-10,505.9553,34.044999999999995,744,5
2089277,1067,2025-10,613.3019,49.395,744,6
2089429,1869,2025-10,495.382,45.47,744,5
2089429,1870,2025-10,604.7858,53.095000000000006,744,13
2097215,609,2025-10,521.1832,36.775000000000006,744,9
2098470,1724,2025-10,570.293,55.45,744,9
2101629,362,2025-10,7543.9667,726.2800000000001,744,9
2101629,363,2025-10,9663.0699,790.37,744,14
2106131,985,2025-10,552.3032,51.849999999999994,744,15
2106131,986,2025-10,508.4508,53.715,744,9
2122203,511,2025-10,616.8317,66.51,744,14
2125079,1709,2025-10,681.6673,55.80500000000001,744,17
2131108,1940,2025-10,661.782,59.535000000000004,744,12
2137074,53,2025-10,577.4183,60.33500000000001,744,14
2147076,1658,2025-10,449.631,1.4207,744,10
2151795,1646,2025-10,539.6582,39.89,744,7
2155936,1893,2025-10,550.2264,45.190000000000005,744,11
2155936,1894,2025-10,595.851,51.92,744,10
2174605,1150,2025-10,550.8792,35.07,744,13
2176724,2092,2025-10,553.8359,51.295,744,15
2183734,2182,2025-10,7949.8961,741.05,744,10
2183734,2183,2025-10,9111.745499999999,640.895,744,16
2183986,2139,2025-10,487.1936,23.54,744,13
2183986,2140,2025-10,763.5137,55.625,744,16
2184613,246,2025-10,620.5556,39.555,744,15
2184613,247,2025-10,484.78159999999997,33.934999999999995,744,12
2189951,1839,2025-10,553.6493,39.215,744,15
2191247,836,2025-10,542.3512000000001,49.525000000000006,744,13
2195935,1339,2025-10,488.2478,36.02,744,9
2199457,560,2025-10,534.9401,50.654999999999994,744,10
2201980,2226,2025-10,509.0348,41.89,744,11
2207122,1271,2025-10,523.3841,46.585,744,6
2208614,842,2025-10,533.5528,45.695,744,9
2212250,1565,2025-10,558.2735,47.945,744,14
2212491,1170,2025-10,535.3489,27.305,744,13
2212491,1171,2025-10,517.2863,42.175000000000004,744,10
2214715,987,2025-10,665.2521,57.4,744,14
2219951,2131,2025-10,492.4326,28.77,744,12
2222008,454,2025-10,705.7314,67.83500000000001,744,10
2222008,455,2025-10,590.8743,50.63999999999999,744,15
2228847,593,2025-10,518.4666,40.665,744,10
2232117,78,2025-10,606.248,42.325,744,13
2234671,274,2025-10,609.4401,46.755,744,15
2235403,2130,2025-10,656.9649000000001,59.74,744,16
2238873,1220,2025-10,603.4551,43.39,744,15
2244793,1967,2025-10,527.3249,40.22,744,9
2246039,2152,2025-10,443.3917,1.6523,744,7
2246089,2323,2025-10,557.6976,51.67,744,13
2251678,378,2025-10,493.4074,45.005,744,6
2259308,950,2025-10,7270.5795,342.825,744,11
2259451,2246,2025-10,531.8946,48.465,744,11
2267421,2213,2025-10,497.51370000000003,41.27,744,11
2268091,2214,2025-10,560.9742,45.875,744,13
2269402,1458,2025-10,478.0335,23.595,744,10
2269402,1459,2025-10,664.1012,56.89999999999999,744,7
2274912,1809,2025-10,491.2479,26.115,744,9
2277593,1778,2025-10,524.452,40.400000000000006,744,13
2277593,1779,2025-10,496.0285,45.33,744,8
2291683,1022,2025-10,561.247,36.205,744,12
2292996,119,2025-10,521.4112,43.655,744,11
2292996,120,2025-10,597.0815,40.675,744,12
2295707,1248,2025-10,556.642,31.45,744,14
2296277,1662,2025-10,555.0631,47.47,744,11
2308551,818,2025-10,526.3468,46.739999999999995,744,6
2323095,1205,2025-10,577.2594,50.67,744,8
2323095,1206,2025-10,573.4408,49.55,744,9
2324356,2121,2025-10,7213.7577,587.125,744,7
2325291,1319,2025-10,475.9651,23.805,744,4
2330848,685,2025-10,697.2738,56.464999999999996,744,15
2340246,234,2025-10,606.4158,42.964999999999996,744,16
2340246,235,2025-10,524.2831,67.765,744,6
2353133,1802,2025-10,469.0481,14.860000000000001,744,8
2357657,1352,2025-10,653.2155,36.055,744,17
2371460,2046,2025-10,9663.554399999999,970.27,744,11
2373574,1505,2025-10,549.4312,55.33,744,18
2373574,1506,2025-10,475.9875,28.775000000000002,744,8
2377993,1733,2025-10,532.1579,39.565,744,10
2377993,1734,2025-10,628.4562,43.59,744,14
2378034,2238,2025-10,631.9462,68.395,744,13
2378034,2239,2025-10,609.5143,50.980000000000004,744,16
2382487,607,2025-10,449.6217,1.5604,744,5
2382487,608,2025-10,689.7262,72.065,744,8
2388161,1769,2025-10,594.2844,52.775000000000006,744,12
2388658,150,2025-10,515.7527,41.254999999999995,744,12
2388658,151,2025-10,518.1489,48.605,744,11
2390777,717,2025-10,567.8867,52.349999999999994,744,10
2394311,2077,2025-10,494.3031,36.33,744,10
2402071,763,2025-10,471.3034,8.98,744,6
2406861,322,2025-10,584.9591,47.705,744,13
2406861,323,2025-10,626.888,64.05499999999999,744,9
2428266,1182,2025-10,552.6713,46.11,744,16
2428411,1308,2025-10,549.4242,45.410000000000004,744,9
2430344,1562,2025-10,510.2599,28.565,744,6
2436687,2110,2025-10,9121.1793,801.52,744,12
2438548,1850,2025-10,494.7359,36.225,744,12
2443507,2203,2025-10,507.7487,58.41,744,10
2447984,165,2025-10,519.4767,28.93,744,10
2448391,2067,2025-10,600.9088,49.8,744,10
2464829,405,2025-10,531.9173,53.15,744,14
2466072,1525,2025-10,653.7719999999999,55.69499999999999,744,15
2480590,524,2025-10,501.795,25.169999999999998,744,10
2486737,1711,2025-10,572.0323,48.28,744,10
2499934,198,2025-10,594.4848000000001,49.575,744,12
2503880,601,2025-10,9205.1723,835.715,744,10
2504762,380,2025-10,628.9521,42.6,744,10
2509233,1244,2025-10,653.5791,68.04,744,11
2509867,1408,2025-10,576.9793,53.480000000000004,744,9
2514770,185,2025-10,571.5381,52.235,744,13
2514770,186,2025-10,521.4082,51.125,744,9
2518784,831,2025-10,575.7409,50.625,744,13
2537198,424,2025-10,593.7095,66.94,744,10
2537198,425,2025-10,548.7134,63.94499999999999,744,8
2546166,47,2025-10,472.3417,24.39,744,11
2546332,1743,2025-10,546.2235000000001,39.92,744,13
2547994,869,2025-10,472.2251,9.36,744,15
2548207,955,2025-10,666.6386,56.605000000000004,744,15
2552523,1522,2025-10,529.6825,44.574999999999996,744,6
2556353,285,2025-10,570.3376,60.105,744,13
2562999,2230,2025-10,575.9751,47.635,744,15
2566007,1825,2025-10,612.0441,82.03,744,12
2566007,1826,2025-10,511.3378,54.58,744,9
2569440,1971,2025-10,8283.7737,801.005,744,11
2569440,1972,2025-10,8864.2608,644.725,744,16
2569696,1272,2025-10,521.7205,45.415,744,9
2569827,300,2025-10,531.642,40.485,744,13
2575683,620,2025-10,669.2599,51.22,744,15
2575683,621,2025-10,557.6589,58.879999999999995,744,13
2576856,1420,2025-10,506.6157,35.535,744,10
2584533,807,2025-10,552.9917,42.870000000000005,744,12
2585509,769,2025-10,602.3479,52.71,744,11
2591432,147,2025-10,598.4004,54.730000000000004,744,8
2591432,148,2025-10,606.7098,51.239999999999995,744,11
2592985,1946,2025-10,673.7098,62.63999999999999,744,15
2593397,1186,2025-10,543.4274,38.645,744,12
2593397,1187,2025-10,535.2801,23.175,744,11
2600716,1138,2025-10,472.0672,24.875,744,8
2608024,846,2025-10,598.1508,46.56,744,12
2619994,1860,2025-10,600.0503,59.68,744,16
2619994,1861,2025-10,574.5705,55.69499999999999,744,8
2624517,448,2025-10,510.9522,51.044999999999995,744,15
2636817,2124,2025-10,662.9725999999999,48.339999999999996,744,12
2636817,2125,2025-10,548.0156,46.18,744,15
2636939,2041,2025-10,474.325,24.765,744,11
2636939,2042,2025-10,600.597,56.974999999999994,744,11
2647713,170,2025-10,627.5832,51.959999999999994,744,16
2650392,2114,2025-10,647.5255999999999,63.239999999999995,744,12
2653290,690,2025-10,638.0221,73.13499999999999,744,12
2653290,691,2025-10,586.1046,49.995,744,13
2654427,392,2025-10,621.2856,54.464999999999996,744,10
2663345,1309,2025-10,569.343,54.449999999999996,744,9
2663345,1310,2025-10,543.5547,54.49,744,7
2668217,460,2025-10,609.7926,47.295,744,13
2681426,2197,2025-10,578.7248,46.64,744,13
2687197,755,2025-10,498.4214,55.80500000000001,744,9
2691366,269,2025-10,578.3588,48.96,744,12
2691640,1223,2025-10,658.2167,44.56,744,13
2691640,1224,2025-10,493.4857,21.555,744,11
2692794,1534,2025-10,484.8047,23.98,744,7
2693260,302,2025-10,9116.114,895.0350000000001,744,12
2696698,429,2025-10,613.4994,48.945,744,11
2699120,1639,2025-10,586.2225,42.77,744,8
2701122,271,2025-10,565.8716,49.114999999999995,744,9
2703482,2101,2025-10,558.5827,53.68000000000001,744,14
2711679,773,2025-10,485.4347,36.864999999999995,744,9
2713190,478,2025-10,511.6191,27.525,744,17
2718874,1765,2025-10,654.1381,57.95,744,14
2718874,1766,2025-10,549.871,52.175000000000004,744,9
2719871,598,2025-10,631.3479,48.309999999999995,744,21
2726981,973,2025-10,619.3805,45.64,744,9
2728880,1498,2025-10,585.0508,45.45,744,15
2730497,2049,2025-10,447.2154,1.496,744,13
2731878,48,2025-10,607.5612,61.94,744,13
2736390,870,2025-10,661.8605,52.335,744,14
2736390,871,2025-10,469.2007,17.044999999999998,744,6
2740932,1478,2025-10,500.5245,29.89,744,9
2740932,1479,2025-10,570.5609,40.94,744,11
2743700,404,2025-10,617.2746999999999,69.14,744,13
2746674,1837,2025-10,647.1803,48.230000000000004,744,13
2752964,2309,2025-10,502.1361,41.15,744,16
2752964,2310,2025-10,539.8012,52.225,744,12
2755202,242,2025-10,649.2298,51.41,744,10
2756928,453,2025-10,526.0277,39.955,744,10
2773803,144,2025-10,576.0924,51.334999999999994,744,15
2783262,1037,2025-10,535.0033999999999,49.79,744,7
2784362,1027,2025-10,716.0593,75.19500000000001,744,13
2792476,128,2025-10,618.5849,78.905,744,8
2804110,1290,2025-10,632.3872,59.19,744,14
2805327,2231,2025-10,541.4247,48.945,744,8
2811211,1222,2025-10,609.671,52.935,744,12
2827384,1166,2025-10,554.437,55.7,744,15
2842785,1129,2025-10,544.173,31.830000000000002,744,9
2843636,2179,2025-10,509.6912,54.56999999999999,744,7
2844930,2207,2025-10,563.725,47.825,744,8
2844930,2208,2025-10,592.2908,51.38,744,17
2851000,211,2025-10,580.9013,33.92,744,10
2854552,2190,2025-10,491.64639999999997,27.884999999999998,744,9
2854552,2191,2025-10,580.7079,56.30500000000001,744,15
2857805,1664,2025-10,542.1651,54.47,744,9
2858967,2085,2025-10,633.7187,50.99,744,9
2860457,1751,2025-10,544.6216000000001,49.86,744,8
2861399,58,2025-10,531.9,59.550000000000004,744,11
2869585,1956,2025-10,494.0157,33.285,744,7
2873214,531,2025-10,484.4771,26.82,744,10
2880819,1451,2025-10,562.4268,52.464999999999996,744,13
2891119,96,2025-10,508.7966,54.09,744,6
2891119,97,2025-10,609.8485000000001,40.755,744,17
2899940,301,2025-10,512.2944,27.83,744,10
2918025,2242,2025-10,675.7652,56.63,744,13
2919087,182,2025-10,509.2005,28.1,744,12
2928789,1164,2025-10,457.5052,14.030000000000001,744,9
2937877,1197,2025-10,484.1162,28.03,744,7
2943777,1613,2025-10,531.5591,30.404999999999998,744,7
2943777,1614,2025-10,580.9074,51.86500000000001,744,10
2952127,857,2025-10,472.82959999999997,28.384999999999998,744,10
2962340,590,2025-10,629.4986,65.28,744,9
2962340,591,2025-10,576.1106,50.61,744,11
2962988,2284,2025-10,485.4825,18.41,744,6
2965454,2222,2025-10,757.4772,64.91,744,13
2974216,1873,2025-10,585.3312,54.245,744,10
2974216,1874,2025-10,576.1979,41.035,744,11
2976538,1649,2025-10,488.5317,30.685000000000002,744,14
2981404,565,2025-10,623.3512000000001,49.03,744,14
2982413,2209,2025-10,574.1291,53.565,744,15
2991490,806,2025-10,560.7102,38.47,744,15
2994324,1681,2025-10,545.4845,39.505,744,13
3002830,288,2025-10,589.8329,49.91,744,13
3020358,1475,2025-10,596.4759,63.345,744,16
3028227,2312,2025-10,594.6306,68.075,744,15
3029260,290,2025-10,741.1666,57.92,744,14
3030885,602,2025-10,448.6354,5.535,744,15
3031604,634,2025-10,574.4766,39.800000000000004,744,14
3034331,273,2025-10,510.1534,55.045,744,12
3036733,1302,2025-10,557.9546,47.825,744,12
3046894,130,2025-10,511.7479,48.315000000000005,744,14
3047087,336,2025-10,582.0257,47.725,744,9
3056901,1862,2025-10,611.0385,49.785000000000004,744,14
3060612,1254,2025-10,544.3734,41.02,744,9
3060612,1255,2025-10,494.6208,44.78,744,7
3062399,1397,2025-10,469.0688,26.810000000000002,744,12
3062399,1398,2025-10,601.8471,64.835,744,12
3074783,1703,2025-10,448.2354,1.4972,744,10
3083811,1650,2025-10,543.837,34.165,744,17
3087450,863,2025-10,517.6291,35.165,744,17
3097730,555,2025-10,455.0003,6.4799999999999995,744,6
3099071,215,2025-10,504.1049,52.305,744,10
3099071,216,2025-10,572.7431,49.125,744,7
3100554,1941,2025-10,618.9958,42.285000000000004,744,10
3102129,935,2025-10,589.2316,49.555,744,10
3106442,2159,2025-10,509.5435,23.485,744,11
3106442,2160,2025-10,683.7289,64.615,744,13
3113573,129,2025-10,535.4735000000001,44.06,744,10
3116394,158,2025-10,497.1947,48.69,744,8
3116394,159,2025-10,538.0873,43.29,744,17
3117302,2001,2025-10,617.9003,51.345,744,7
3119384,1256,2025-10,514.3585,46.37,744,14
3120416,1018,2025-10,661.8285,58.540000000000006,744,20
3125181,545,2025-10,665.3198,54.24,744,19
3130177,1085,2025-10,573.0277,56.14,744,15
3134898,853,2025-10,614.2085,55.65,744,11
3136737,1574,2025-10,586.9389,66.09,744,13
3136737,1575,2025-10,537.5986,50.529999999999994,744,7
3137352,1293,2025-10,587.2836,47.525,744,14
3137352,1294,2025-10,572.2765,49.4,744,11
3144897,780,2025-10,477.8892,29.34,744,4
3144897,781,2025-10,476.092,22.875,744,6
3153451,726,2025-10,549.626,46.82,744,11
3156507,566,2025-10,532.5528,46.325,744,9
3157238,1867,2025-10,509.1952,27.47,744,17
3168801,1236,2025-10,516.6532,28.95,744,10
3169579,695,2025-10,594.6775,47.410000000000004,744,11
3175037,320,2025-10,587.0181,45.7,744,13
3175037,321,2025-10,488.9578,46.46,744,5
3179493,1954,2025-10,491.0866,39.855000000000004,744,8
3182567,280,2025-10,469.9439,13.08,744,6
3182567,281,2025-10,511.4641,43.79,744,9
3185249,222,2025-10,527.6129,52.285000000000004,744,8
3202233,979,2025-10,595.9402,51.415,744,11
3202233,980,2025-10,578.8869,56.945,744,11
3205058,1346,2025-10,508.1894,37.49,744,12
3205058,1347,2025-10,540.44,49.085,744,12
3213589,1908,2025-10,443.5768,7.015000000000001,744,11
3219696,308,2025-10,610.0439,48.35,744,11
3220400,1139,2025-10,540.1413,51.105000000000004,744,10
3225883,1744,2025-10,542.9781,57.584999999999994,744,10
3225883,1745,2025-10,509.2646,56.184999999999995,744,7
3229270,1068,2025-10,653.997,54.900000000000006,744,15
3229270,1069,2025-10,457.0778,9.35,744,13
3236003,922,2025-10,652.5385,64.52,744,13
3237108,1762,2025-10,525.6987,36.34,744,10
