id_suministro,id_medidor,anio_mes,energia_valle,energia_pico,energia_media,energia_total,monto_facturado
1000026,2000032,2024-11,118.21,54.09,70.89,243.19,159.07
1000026,2000032,2024-12,86.05,99.32,57.91,243.28,159.13
1000042,2000049,2024-01,81.57,53.97,83.33,218.88,143.27
1000042,2000049,2024-02,111.46,85.51,57.5,254.47,166.41
1000042,2000049,2024-03,106.71,83.47,55.71,245.9,160.83
1000042,2000049,2024-04,117.2,71.79,54.69,243.68,159.39
1000042,2000049,2024-05,57.7,77.4,69.42,204.52,133.94
1000042,2000049,2024-06,103.32,80.82,77.52,261.66,171.08
1000042,2000049,2024-07,83.5,108.45,72.33,264.28,172.78
1000042,2000049,2024-08,78.0,94.17,58.44,230.62,150.9
1000042,2000049,2024-09,98.45,119.94,50.38,268.77,175.7
1000042,2000049,2024-10,78.88,43.91,56.37,179.17,117.46
1000042,2000049,2024-11,104.75,152.18,57.55,314.47,205.41
1000042,2000049,2024-12,268.34,332.22,106.86,707.41,460.82
1000043,2000050,2024-01,109.94,130.13,32.54,272.61,178.2
1000043,2000050,2024-02,77.05,100.13,59.25,236.43,154.68
1000043,2000050,2024-03,118.78,91.81,82.97,293.56,191.81
1000043,2000050,2024-04,,,,,
1000043,2000050,2024-05,80.93,122.44,69.28,272.65,178.22
1000043,2000050,2024-06,58.21,112.79,58.14,229.13,149.94
1000043,2000050,2024-07,95.3,102.99,63.1,261.39,170.91
1000043,2000050,2024-08,84.08,121.24,57.87,263.19,172.07
1000043,2000050,2024-09,139.66,108.39,79.09,327.14,213.64
1000043,2000050,2024-10,141.79,67.68,55.85,265.32,173.46
1000043,2000050,2024-11,61.93,69.09,53.49,184.5,120.93
1000043,2000050,2024-12,136.36,39.24,74.91,250.5,163.83
1000046,2000053,2024-01,69.69,72.77,66.57,209.03,136.87
1000046,2000053,2024-02,92.51,88.33,55.42,236.26,154.57
1000046,2000053,2024-03,84.94,100.88,44.2,230.02,150.51
1000046,2000053,2024-04,106.49,59.85,68.63,234.97,153.73
1000046,2000053,2024-05,75.87,99.98,67.25,243.1,159.01
1000046,2000053,2024-06,107.4,120.46,76.72,304.57,198.97
1000046,2000053,2024-07,112.88,91.13,67.52,271.53,177.49
1000046,2000053,2024-08,50.19,12.49,81.19,143.88,94.52
1000046,2000053,2024-09,,,,,
1000046,2000053,2024-10,47.7,124.63,65.42,237.75,155.54
1000046,2000053,2024-11,98.5,112.66,52.86,264.02,172.61
1000046,2000053,2024-12,121.43,96.17,68.92,286.52,187.24
1000057,2000065,2024-01,92.65,57.05,46.73,196.42,128.67
1000057,2000065,2024-02,111.49,112.87,76.91,301.26,196.82
1000057,2000065,2024-03,96.2,75.7,67.51,239.41,156.62
1000057,2000065,2024-04,29.36,96.06,84.38,209.79,137.37
1000057,2000065,2024-05,92.93,37.75,73.02,203.69,133.4
1000057,2000065,2024-06,60.94,51.55,55.66,168.16,110.3
1000057,2000065,2024-07,82.57,71.42,58.27,212.26,138.97
1000057,2000065,2024-08,136.24,111.26,63.85,311.36,203.38
1000057,2000065,2024-09,111.04,94.29,69.83,275.16,179.85
1000057,2000065,2024-10,104.69,86.65,65.26,256.6,167.79
1000057,2000065,2024-11,136.81,114.22,58.93,309.96,202.48
1000057,2000065,2024-12,333.03,174.52,253.99,761.53,496.0
1000069,2000079,2024-01,88.94,96.97,55.66,241.57,158.02
1000069,2000079,2024-02,116.49,57.56,70.35,244.4,159.86
1000069,2000079,2024-03,112.05,88.15,45.48,245.68,160.69
1000069,2000079,2024-04,86.83,89.72,54.51,231.06,151.19
1000069,2000079,2024-05,93.94,89.41,37.36,220.71,144.46
1000069,2000079,2024-06,365.97,342.76,272.97,981.71,639.11
1000069,2000079,2024-07,157.4,23.6,57.81,238.8,156.22
1000069,2000079,2024-08,71.71,38.19,82.05,191.96,125.77
1000069,2000079,2024-09,133.69,50.55,74.81,259.06,169.39
1000069,2000079,2024-10,103.34,76.09,52.24,231.66,151.58
1000069,2000079,2024-11,122.28,61.17,56.51,239.96,156.97
1000069,2000079,2024-12,151.43,63.52,62.65,277.6,181.44
1000086,2000102,2024-01,110.46,70.66,79.15,260.27,170.18
1000086,2000102,2024-02,88.16,93.74,56.84,238.74,156.18
1000086,2000102,2024-03,112.85,91.16,51.78,255.8,167.27
1000086,2000102,2024-04,93.52,69.91,65.68,229.12,149.93
1000086,2000102,2024-05,113.09,72.62,35.45,221.16,144.75
1000086,2000102,2024-06,468.15,308.28,250.49,1026.93,668.5
1000086,2000102,2024-07,76.42,91.48,59.99,227.89,149.13
1000086,2000102,2024-08,109.74,91.72,72.39,273.85,179.01
1000086,2000102,2024-09,102.06,109.25,68.26,279.57,182.72
1000086,2000102,2024-10,115.56,94.58,55.44,265.58,173.63
1000086,2000102,2024-11,97.94,63.13,67.22,228.29,149.39
1000086,2000102,2024-12,85.5,90.67,50.46,226.64,148.31
1000097,2000115,2024-01,78.92,58.49,55.07,192.48,126.11
1000097,2000115,2024-02,98.31,108.49,69.15,275.95,180.37
1000097,2000115,2024-03,152.47,104.03,53.25,309.75,202.34
1000097,2000115,2024-04,95.86,89.2,74.86,259.92,169.95
1000097,2000115,2024-05,106.07,78.41,83.62,268.1,175.26
1000097,2000115,2024-06,104.89,61.62,56.17,222.68,145.74
1000097,2000115,2024-07,134.43,58.84,64.0,257.27,168.23
1000097,2000115,2024-08,62.87,95.29,76.95,235.11,153.82
1000097,2000115,2024-09,60.53,56.44,43.36,160.33,105.21
1000097,2000115,2024-10,107.43,94.05,55.73,257.21,168.19
1000097,2000115,2024-11,,,,,
1000097,2000115,2024-12,133.28,133.39,80.24,346.91,226.49
1000113,2000135,2024-01,67.99,67.87,62.15,198.01,129.71
1000113,2000135,2024-02,81.92,98.79,67.13,247.84,162.1
1000113,2000135,2024-03,74.66,143.96,52.42,271.03,177.17
1000113,2000135,2024-04,57.88,31.25,85.45,174.57,114.47
1000113,2000135,2024-05,99.16,102.22,72.35,273.73,178.92
1000113,2000135,2024-06,94.87,75.15,37.03,207.04,135.58
1000113,2000135,2024-07,106.29,50.17,55.91,212.37,139.04
1000113,2000135,2024-08,129.88,105.76,49.61,285.26,186.42
1000113,2000135,2024-09,86.41,130.81,79.87,297.09,194.11
1000113,2000135,2024-10,96.99,110.54,56.41,263.93,172.56
1000113,2000135,2024-11,115.96,90.02,59.82,265.8,173.77
1000113,2000135,2024-12,66.29,104.89,66.53,237.71,155.51
1000137,2000160,2024-01,118.76,65.47,36.89,221.13,144.73
1000137,2000160,2024-02,37.14,110.36,42.14,189.64,124.27
1000137,2000160,2024-03,132.75,77.44,65.77,275.96,180.37
1000137,2000160,2024-04,107.48,77.95,82.02,267.46,174.85
1000137,2000160,2024-05,107.73,53.16,62.1,222.99,145.95
1000137,2000160,2024-06,94.21,73.06,54.98,222.25,145.46
1000137,2000160,2024-07,139.01,90.98,87.57,317.56,207.41
1000137,2000160,2024-08,112.42,72.71,69.4,254.53,166.45
1000137,2000160,2024-09,117.33,97.81,76.92,292.07,190.84
1000137,2000160,2024-10,100.83,32.5,68.89,202.22,132.44
1000137,2000160,2024-11,94.65,110.45,77.66,282.75,184.79
1000137,2000160,2024-12,117.85,64.1,67.91,249.87,163.41
1000141,2000164,2024-01,110.5,84.74,40.62,235.86,154.31
1000141,2000164,2024-02,75.74,102.24,52.4,230.39,150.75
1000141,2000164,2024-03,84.87,77.87,54.25,217.0,142.05
1000141,2000164,2024-04,64.11,55.05,59.96,179.11,117.42
1000141,2000164,2024-05,99.31,74.99,54.05,228.35,149.43
1000141,2000164,2024-06,,,,,
1000141,2000164,2024-07,98.09,105.75,59.23,263.07,172.0
1000141,2000164,2024-08,95.23,143.64,68.3,307.17,200.66
1000141,2000164,2024-09,143.73,98.55,68.04,310.31,202.7
1000141,2000164,2024-10,77.62,90.18,51.54,219.34,143.57
1000141,2000164,2024-11,112.79,130.91,64.71,308.41,201.47
1000141,2000164,2024-12,112.36,98.99,45.18,256.53,167.75
1000152,2000176,2024-01,102.55,85.69,66.75,254.99,166.75
1000152,2000176,2024-02,106.02,60.89,51.0,217.91,142.64
1000152,2000176,2024-03,92.78,50.98,60.22,203.99,133.59
1000152,2000176,2024-04,82.01,88.44,59.78,230.22,150.64
1000152,2000176,2024-05,106.21,153.91,77.04,337.16,220.15
1000152,2000176,2024-06,108.91,101.35,64.96,275.21,179.89
1000152,2000176,2024-07,88.88,111.11,61.54,261.53,170.99
1000152,2000176,2024-08,94.51,111.26,79.69,285.46,186.55
1000152,2000176,2024-09,128.86,111.41,75.01,315.28,205.93
1000152,2000176,2024-10,100.65,90.39,72.32,263.37,172.19
1000152,2000176,2024-11,124.49,61.47,87.12,273.08,178.5
1000152,2000176,2024-12,92.1,101.85,53.11,247.06,161.59
1000171,2000197,2024-01,119.6,66.7,70.58,256.89,167.98
1000171,2000197,2024-02,95.92,64.7,77.61,238.23,155.85
1000171,2000197,2024-03,42.68,67.83,64.73,175.23,114.9
1000171,2000197,2024-04,99.03,110.35,44.36,253.74,165.93
1000171,2000197,2024-05,99.97,118.93,56.89,275.78,180.26
1000171,2000197,2024-06,49.88,82.56,79.97,212.41,139.07
1000171,2000197,2024-07,116.13,41.76,50.91,208.81,136.72
1000171,2000197,2024-08,117.89,72.96,72.95,263.8,172.47
1000171,2000197,2024-09,78.12,109.12,67.1,254.35,166.33
1000171,2000197,2024-10,49.75,79.62,45.74,175.12,114.83
1000171,2000197,2024-11,116.51,21.46,68.66,206.63,135.31
1000171,2000197,2024-12,106.0,71.44,59.78,237.23,155.2
1000173,2000199,2024-01,269.9,132.99,156.78,559.67,364.79
1000173,2000199,2024-02,74.26,110.02,73.1,257.39,168.3
1000173,2000199,2024-03,81.76,48.91,75.52,206.19,135.02
1000173,2000199,2024-04,129.69,78.12,73.65,281.46,183.95
1000173,2000199,2024-05,93.42,91.67,73.24,258.32,168.91
1000173,2000199,2024-06,100.14,123.06,66.88,290.08,189.55
1000173,2000199,2024-07,108.89,88.42,76.27,273.58,178.83
1000173,2000199,2024-08,119.93,114.85,73.82,308.6,201.59
1000173,2000199,2024-09,119.22,132.82,43.03,295.06,192.79
1000173,2000199,2024-10,164.67,113.65,54.35,332.68,217.24
1000173,2000199,2024-11,100.19,85.99,79.09,265.27,173.43
1000173,2000199,2024-12,112.43,112.76,81.08,306.27,200.07
1000175,2000202,2024-01,92.48,46.19,82.13,220.8,144.52
1000175,2000202,2024-02,127.7,121.05,57.55,306.3,200.09
1000175,2000202,2024-03,102.31,92.09,63.27,257.67,168.48
1000175,2000202,2024-04,125.99,133.66,68.95,328.6,214.59
1000175,2000202,2024-05,54.5,89.48,75.63,219.61,143.74
1000175,2000202,2024-06,87.87,63.47,66.53,217.87,142.62
1000175,2000202,2024-07,104.83,79.73,51.37,235.93,154.35
1000175,2000202,2024-08,145.47,58.64,61.89,266.01,173.91
1000175,2000202,2024-09,62.9,81.88,54.54,199.31,130.55
1000175,2000202,2024-10,134.53,94.64,66.83,296.0,193.4
1000175,2000202,2024-11,57.69,61.87,47.6,167.16,109.66
1000175,2000202,2024-12,96.22,64.94,61.87,223.02,145.96
1000201,2000235,2024-01,98.91,116.48,90.26,305.66,199.68
1000201,2000235,2024-02,114.89,53.06,61.45,229.4,150.11
1000201,2000235,2024-03,85.85,147.86,52.93,286.64,187.32
1000201,2000235,2024-04,89.84,47.33,62.07,199.24,130.5
1000201,2000235,2024-05,107.87,67.77,45.11,220.76,144.49
1000201,2000235,2024-06,67.06,133.95,77.23,278.25,181.86
1000201,2000235,2024-07,82.05,52.36,47.83,182.25,119.46
1000201,2000235,2024-08,91.1,94.39,63.9,249.4,163.11
1000201,2000235,2024-09,81.51,85.66,47.16,214.33,140.32
1000201,2000235,2024-10,118.49,54.4,46.53,219.42,143.62
1000201,2000235,2024-11,63.22,89.14,60.43,212.79,139.32
1000201,2000235,2024-12,94.25,69.78,75.15,239.18,156.47
1000214,2000251,2024-01,95.74,103.03,50.34,249.11,162.92
1000214,2000251,2024-02,367.82,372.5,177.78,918.09,597.76
1000214,2000251,2024-03,110.65,62.2,55.36,228.22,149.34
1000214,2000251,2024-04,85.61,80.71,71.82,238.14,155.79
1000214,2000251,2024-05,104.35,94.85,74.17,273.36,178.69
1000214,2000251,2024-06,128.02,93.3,68.55,289.87,189.41
1000214,2000251,2024-07,110.15,65.52,61.02,236.7,154.85
1000214,2000251,2024-08,86.27,108.28,77.34,271.89,177.73
1000214,2000251,2024-09,113.83,109.82,67.21,290.86,190.06
1000214,2000251,2024-10,70.31,81.89,48.8,201.0,131.65
1000214,2000251,2024-11,79.56,107.56,58.96,246.08,160.95
1000214,2000251,2024-12,83.67,108.4,70.65,262.72,171.77
1000226,2000265,2024-01,127.78,74.99,78.91,281.68,184.09
1000226,2000265,2024-02,112.01,78.79,87.37,278.16,181.81
1000226,2000265,2024-03,70.94,67.81,57.22,195.97,128.38
1000226,2000265,2024-04,99.24,81.46,57.39,238.09,155.76
1000226,2000265,2024-05,77.76,34.34,63.35,175.44,115.04
1000226,2000265,2024-06,108.74,88.7,23.79,221.23,144.8
1000226,2000265,2024-07,139.52,70.73,86.73,296.98,194.03
1000226,2000265,2024-08,94.68,79.99,46.53,221.2,144.78
1000226,2000265,2024-09,302.37,227.83,268.55,798.75,520.19
1000226,2000265,2024-10,106.37,101.14,56.23,263.73,172.43
1000226,2000265,2024-11,72.61,111.21,71.45,255.27,166.92
1000226,2000265,2024-12,112.13,108.29,62.07,282.5,184.63
1000232,2000271,2024-01,108.37,83.98,63.65,256.0,167.4
1000232,2000271,2024-02,56.74,87.91,52.33,196.99,129.04
1000232,2000271,2024-03,117.58,110.73,61.8,290.11,189.57
1000232,2000271,2024-04,115.28,75.53,54.46,245.27,160.42
1000232,2000271,2024-05,,,,,
1000232,2000271,2024-06,124.8,81.47,34.36,240.64,157.41
1000232,2000271,2024-07,108.6,111.67,76.7,296.97,194.03
1000232,2000271,2024-08,105.61,116.64,75.77,298.01,194.71
1000232,2000271,2024-09,81.06,26.53,89.91,197.5,129.37
1000232,2000271,2024-10,93.95,102.04,66.1,262.1,171.36
1000232,2000271,2024-11,,,,,
1000232,2000271,2024-12,118.77,33.45,52.35,204.57,133.97
1000247,2000288,2024-01,50.5,58.8,68.61,177.91,116.64
1000247,2000288,2024-02,122.53,98.41,64.4,285.33,186.47
1000247,2000288,2024-03,101.51,95.64,57.4,254.55,166.46
1000247,2000288,2024-04,62.77,80.0,62.79,205.56,134.61
1000247,2000288,2024-05,133.03,85.0,55.78,273.82,178.98
1000247,2000288,2024-06,104.61,94.98,65.64,265.22,173.4
1000247,2000288,2024-07,75.14,87.24,69.76,232.13,151.89
1000247,2000288,2024-08,127.21,56.89,48.82,232.92,152.4
1000247,2000288,2024-09,78.25,74.63,58.58,211.46,138.45
1000247,2000288,2024-10,97.49,91.19,56.88,245.57,160.62
1000247,2000288,2024-11,94.83,65.06,101.26,261.15,170.75
1000247,2000288,2024-12,141.17,80.44,58.08,279.69,182.8
1000256,2000300,2024-01,233.22,161.36,154.03,548.61,357.6
1000256,2000300,2024-02,76.45,106.33,66.56,249.34,163.07
1000256,2000300,2024-03,152.67,122.95,60.19,335.81,219.27
1000256,2000300,2024-04,94.17,73.19,50.38,217.73,142.53
1000256,2000300,2024-05,103.76,71.02,71.84,246.62,161.3
1000256,2000300,2024-06,84.38,117.09,75.84,277.31,181.25
1000256,2000300,2024-07,101.21,69.99,68.27,239.47,156.65
1000256,2000300,2024-08,95.46,62.85,49.35,207.66,135.98
1000256,2000300,2024-09,74.56,73.82,66.35,214.73,140.58
1000256,2000300,2024-10,99.72,85.01,60.6,245.33,160.46
1000256,2000300,2024-11,130.73,121.07,60.15,311.94,203.76
1000256,2000300,2024-12,47.8,38.92,49.2,135.93,89.35
1000257,2000301,2024-01,113.8,160.12,59.23,333.15,217.55
1000257,2000301,2024-02,104.42,87.74,57.59,249.75,163.34
1000257,2000301,2024-03,138.55,82.78,65.2,286.53,187.24
1000257,2000301,2024-04,108.75,139.09,66.81,314.66,205.53
1000257,2000301,2024-05,113.79,117.32,42.92,274.03,179.12
1000257,2000301,2024-06,98.29,127.68,46.7,272.67,178.23
1000257,2000301,2024-07,106.22,133.24,49.02,288.48,188.51
1000257,2000301,2024-08,66.33,64.58,39.91,170.82,112.03
1000257,2000301,2024-09,112.43,107.65,70.27,290.35,189.73
1000257,2000301,2024-10,79.17,80.0,65.83,225.0,147.25
1000257,2000301,2024-11,72.61,105.57,51.06,229.24,150.01
1000257,2000301,2024-12,66.98,88.61,79.45,235.05,153.78
1000266,2000311,2024-01,147.64,138.64,87.44,373.72,243.92
1000266,2000311,2024-02,92.35,96.06,64.51,252.93,165.4
1000266,2000311,2024-03,100.45,91.45,57.29,249.19,162.97
1000266,2000311,2024-04,53.85,23.08,70.32,147.25,96.71
1000266,2000311,2024-05,71.58,88.68,80.6,240.86,157.56
1000266,2000311,2024-06,69.8,65.83,80.08,215.71,141.21
1000266,2000311,2024-07,146.75,73.95,87.7,308.41,201.46
1000266,2000311,2024-08,136.7,78.71,78.62,294.03,192.12
1000266,2000311,2024-09,86.18,98.09,75.91,260.18,170.12
1000266,2000311,2024-10,114.77,95.22,26.69,236.68,154.84
1000266,2000311,2024-11,80.19,91.26,71.75,243.2,159.08
1000266,2000311,2024-12,78.25,90.76,62.89,231.9,151.74
1000271,2000319,2024-01,117.97,84.11,39.7,241.78,158.16
1000271,2000319,2024-02,146.89,138.66,60.09,345.63,225.66
1000271,2000319,2024-03,117.48,62.5,72.71,252.69,165.25
1000271,2000319,2024-04,93.61,51.37,39.47,184.45,120.89
1000271,2000319,2024-05,93.52,88.57,83.07,265.16,173.35
1000271,2000319,2024-06,108.67,44.51,55.82,209.01,136.85
1000271,2000319,2024-07,115.64,100.57,58.58,274.8,179.62
1000271,2000319,2024-08,82.59,72.64,63.43,218.65,143.13
1000271,2000319,2024-09,111.69,107.86,76.44,295.99,193.4
1000271,2000319,2024-10,,,,,
1000271,2000319,2024-11,74.36,119.76,51.71,245.83,160.79
1000271,2000319,2024-12,125.52,65.11,54.93,245.56,160.61
1000278,2000327,2024-01,92.74,59.22,54.69,206.65,135.32
1000278,2000327,2024-02,84.11,73.59,54.35,212.06,138.84
1000278,2000327,2024-03,75.4,77.82,67.61,220.84,144.54
1000278,2000327,2024-04,128.1,99.4,65.75,293.25,191.61
1000278,2000327,2024-05,59.09,112.78,66.7,238.57,156.07
1000278,2000327,2024-06,65.88,124.68,70.39,260.95,170.62
1000278,2000327,2024-07,81.37,91.81,58.2,231.37,151.39
1000278,2000327,2024-08,348.62,287.34,206.74,842.69,548.75
1000278,2000327,2024-09,59.52,95.28,61.84,216.64,141.82
1000278,2000327,2024-10,246.91,180.7,251.82,679.43,442.63
1000278,2000327,2024-11,118.29,110.28,38.87,267.44,174.84
1000278,2000327,2024-12,105.34,106.86,41.69,253.89,166.03
1000281,2000330,2024-01,118.25,99.72,78.14,296.11,193.47
1000281,2000330,2024-02,123.44,82.93,51.55,257.92,168.65
1000281,2000330,2024-03,66.85,72.32,56.03,195.19,127.88
1000281,2000330,2024-04,93.57,107.94,61.58,263.09,172.01
1000281,2000330,2024-05,113.17,77.45,79.54,270.15,176.6
1000281,2000330,2024-06,110.55,98.92,62.62,272.08,177.85
1000281,2000330,2024-07,96.15,107.8,65.46,269.4,176.11
1000281,2000330,2024-08,95.96,112.1,52.61,260.67,170.44
1000281,2000330,2024-09,79.96,91.96,42.42,214.34,140.32
1000281,2000330,2024-10,116.39,52.57,67.59,236.56,154.76
1000281,2000330,2024-11,109.62,72.96,72.63,255.21,166.89
1000281,2000330,2024-12,90.05,67.35,46.71,204.11,133.67
1000282,2000332,2024-01,104.16,93.1,79.59,276.85,180.95
1000282,2000332,2024-02,115.27,7.21,62.22,184.71,121.06
1000282,2000332,2024-03,85.74,79.76,64.3,229.81,150.37
1000282,2000332,2024-04,121.04,140.64,66.24,327.92,214.15
1000282,2000332,2024-05,177.9,77.62,40.52,296.04,193.43
1000282,2000332,2024-06,129.8,65.39,55.09,250.28,163.68
1000282,2000332,2024-07,84.31,77.33,70.01,231.65,151.57
1000282,2000332,2024-08,79.5,41.33,66.7,187.54,122.9
1000282,2000332,2024-09,118.81,51.91,68.21,238.93,156.3
1000282,2000332,2024-10,101.42,65.94,35.69,203.05,132.99
1000282,2000332,2024-11,,,,,
1000282,2000332,2024-12,75.23,56.6,71.91,203.74,133.43
1000287,2000340,2024-01,107.79,63.54,79.18,250.51,163.83
1000287,2000340,2024-02,62.51,80.91,86.2,229.62,150.25
1000287,2000340,2024-03,107.34,36.91,58.49,202.74,132.78
1000287,2000340,2024-04,58.4,115.59,38.61,212.6,139.19
1000287,2000340,2024-05,118.98,103.32,67.85,290.15,189.6
1000287,2000340,2024-06,133.5,90.5,73.77,297.77,194.55
1000287,2000340,2024-07,121.77,78.88,72.74,273.39,178.7
1000287,2000340,2024-08,130.41,97.11,52.51,280.03,183.02
1000287,2000340,2024-09,114.11,50.48,32.94,197.53,129.39
1000287,2000340,2024-10,96.56,80.06,73.26,249.88,163.42
1000287,2000340,2024-11,,,,,
1000287,2000340,2024-12,118.24,105.12,69.03,292.39,191.05
1000295,2000348,2024-01,49.98,123.65,58.07,231.7,151.61
1000295,2000348,2024-02,162.41,127.3,72.5,362.2,236.43
1000295,2000348,2024-03,112.83,115.35,59.1,287.28,187.73
1000295,2000348,2024-04,106.31,58.0,25.31,189.62,124.25
1000295,2000348,2024-05,92.84,79.43,72.97,245.24,160.41
1000295,2000348,2024-06,38.6,66.14,44.08,148.81,97.73
1000295,2000348,2024-07,75.84,93.0,60.05,228.89,149.78
1000295,2000348,2024-08,123.72,83.02,76.01,282.75,184.79
1000295,2000348,2024-09,87.48,121.74,50.03,259.25,169.51
1000295,2000348,2024-10,89.19,22.21,71.14,182.54,119.65
1000295,2000348,2024-11,100.9,90.54,59.17,250.61,163.9
1000295,2000348,2024-12,96.15,90.54,65.78,252.48,165.11
1000302,2000356,2024-12,99.58,80.84,72.31,252.74,165.28
1000309,2000363,2024-01,103.44,108.69,49.07,261.19,170.78
1000309,2000363,2024-02,101.41,139.16,58.14,298.72,195.17
1000309,2000363,2024-03,90.85,95.28,53.98,240.11,157.07
1000309,2000363,2024-04,79.54,109.01,61.48,250.03,163.52
1000309,2000363,2024-05,91.94,89.87,58.57,240.38,157.24
1000309,2000363,2024-06,131.42,120.63,62.63,314.67,205.54
1000309,2000363,2024-07,36.89,93.96,66.0,196.85,128.95
1000309,2000363,2024-08,107.09,22.39,45.99,175.46,115.05
1000309,2000363,2024-09,141.51,82.66,66.99,291.16,190.25
1000309,2000363,2024-10,132.31,86.77,64.84,283.91,185.54
1000309,2000363,2024-11,103.39,87.38,54.14,244.91,160.19
1000309,2000363,2024-12,81.38,102.13,33.11,216.62,141.8
1000316,2000370,2024-01,324.38,147.84,182.16,654.38,426.35
1000316,2000370,2024-02,68.48,65.23,68.34,202.05,132.33
1000316,2000370,2024-03,89.26,80.77,74.86,244.89,160.18
1000316,2000370,2024-04,84.78,64.3,54.82,203.9,133.54
1000316,2000370,2024-05,78.7,74.31,68.52,221.52,144.99
1000316,2000370,2024-06,98.53,94.27,62.52,255.32,166.96
1000316,2000370,2024-07,104.04,117.53,73.79,295.36,192.98
1000316,2000370,2024-08,118.47,64.85,46.44,229.76,150.35
1000316,2000370,2024-09,98.63,76.02,78.34,252.99,165.44
1000316,2000370,2024-10,105.25,63.39,53.92,222.57,145.67
1000316,2000370,2024-11,102.29,143.94,75.94,322.18,210.41
1000316,2000370,2024-12,124.1,107.14,52.51,283.74,185.43
1000354,2000411,2024-01,108.08,132.36,52.93,293.37,191.69
1000354,2000411,2024-02,123.42,61.89,44.52,229.82,150.38
1000354,2000411,2024-03,124.04,116.5,53.24,293.78,191.96
1000354,2000411,2024-04,127.84,46.84,66.88,241.55,158.01
1000354,2000411,2024-05,111.6,77.72,65.71,255.03,166.77
1000354,2000411,2024-06,80.95,83.58,55.96,220.49,144.32
1000354,2000411,2024-07,107.29,85.68,68.96,261.93,171.25
1000354,2000411,2024-08,111.88,88.44,59.92,260.24,170.15
1000354,2000411,2024-09,66.16,75.33,52.67,194.16,127.21
1000354,2000411,2024-10,100.87,91.0,81.68,273.55,178.81
1000354,2000411,2024-11,304.67,378.85,139.0,822.53,535.64
1000354,2000411,2024-12,32.01,92.04,75.03,199.08,130.4
1000373,2000435,2024-01,111.7,84.56,53.56,249.83,163.39
1000373,2000435,2024-02,125.54,54.85,66.52,246.92,161.5
1000373,2000435,2024-03,86.95,52.27,80.48,219.7,143.8
1000373,2000435,2024-04,151.14,96.58,58.11,305.83,199.79
