Date,date_id
2015-11-25,329
2015-11-26,330
2015-11-27,331
2015-11-28,332
2015-11-29,333
2015-11-30,334
2015-12-01,335
2015-12-02,336
2015-12-03,337
2015-12-04,338
2015-12-05,339
2015-12-06,340
2015-12-07,341
2015-12-08,342
2015-12-09,343
2015-12-10,344
2015-12-11,345
2015-12-12,346
2015-12-13,347
2015-12-14,348
2015-12-15,349
2015-12-16,350
2015-12-17,351
2015-12-18,352
2015-12-19,353
2015-12-20,354
2015-12-21,355
2015-12-22,356
2015-12-23,357
2015-12-24,358
2015-12-25,359
2015-12-26,360
2015-12-27,361
2015-12-28,362
2015-12-29,363
2015-12-30,364
2015-12-31,365
2016-01-01,366
2016-01-02,367
2016-01-03,368
2016-01-04,369
2016-01-05,370
2016-01-06,371
2016-01-07,372
2016-01-08,373
2016-01-09,374
2016-01-10,375
2016-01-11,376
2016-01-12,377
2016-01-13,378
2016-01-14,379
2016-01-15,380
2016-01-16,381
2016-01-17,382
2016-01-18,383
2016-01-19,384
2016-01-20,385
2016-01-21,386
2016-01-22,387
2016-01-23,388
2016-01-24,389
2016-01-25,390
2016-01-26,391
2016-01-27,392
2016-01-28,393
2016-01-29,394
2016-01-30,395
2016-01-31,396
2016-02-01,397
2016-02-02,398
2016-02-03,399
2016-02-04,400
2016-02-05,401
2016-02-06,402
2016-02-07,403
2016-02-08,404
2016-02-09,405
2016-02-10,406
2016-02-11,407
2016-02-12,408
2016-02-13,409
2016-02-14,410
2016-02-15,411
2016-02-16,412
2016-02-17,413
2016-02-18,414
2016-02-19,415
2016-02-20,416
2016-02-21,417
2016-02-22,418
2016-02-23,419
2016-02-24,420
2016-02-25,421
2016-02-26,422
2016-02-27,423
2016-02-28,424
2016-02-29,425
2016-03-01,426
2016-03-02,427
2016-03-03,428
2016-03-04,429
2016-03-05,430
2016-03-06,431
2016-03-07,432
2016-03-08,433
2016-03-09,434
2016-03-10,435
2016-03-11,436
2016-03-12,437
2016-03-13,438
2016-03-14,439
2016-03-15,440
2016-03-16,441
2016-03-17,442
2016-03-18,443
2016-03-19,444
2016-03-20,445
2016-03-21,446
2016-03-22,447
2016-03-23,448
2016-03-24,449
2016-03-25,450
2016-03-26,451
2016-03-27,452
2016-03-28,453
2016-03-29,454
2016-03-30,455
2016-03-31,456
2016-04-01,457
2016-04-02,458
2016-04-03,459
2016-04-04,460
2016-04-05,461
2016-04-06,462
2016-04-07,463
2016-04-08,464
2016-04-09,465
2016-04-10,466
2016-04-11,467
2016-04-12,468
2016-04-13,469
2016-04-14,470
2016-04-15,471
2016-04-16,472
2016-04-17,473
2016-04-18,474
2016-04-19,475
2016-04-20,476
2016-04-21,477
2016-04-22,478
2016-04-23,479
2016-04-24,480
2016-04-25,481
2016-04-26,482
2016-04-27,483
2016-04-28,484
2016-04-29,485
2016-04-30,486
2016-05-01,487
2016-05-02,488
2016-05-03,489
2016-05-04,490
2016-05-05,491
2016-05-06,492
2016-05-07,493
2016-05-08,494
2016-05-09,495
2016-05-10,496
2016-05-11,497
2016-05-12,498
2016-05-13,499
2016-05-14,500
2016-05-15,501
2016-05-16,502
2016-05-17,503
2016-05-18,504
2016-05-19,505
2016-05-20,506
2016-05-21,507
2016-05-22,508
2016-05-23,509
2016-05-24,510
2016-05-25,511
2016-05-26,512
2016-05-27,513
2016-05-28,514
2016-05-29,515
2016-05-30,516
2016-05-31,517
2016-06-01,518
2016-06-02,519
2016-06-03,520
2016-06-04,521
2016-06-05,522
2016-06-06,523
2016-06-07,524
2016-06-08,525
2016-06-09,526
2016-06-10,527
2016-06-11,528
2016-06-12,529
2016-06-13,530
2016-06-14,531
2016-06-15,532
2016-06-16,533
2016-06-17,534
2016-06-18,535
2016-06-19,536
2016-06-20,537
2016-06-21,538
2016-06-22,539
2016-06-23,540
2016-06-24,541
2016-06-25,542
2016-06-26,543
2016-06-27,544
2016-06-28,545
2016-06-29,546
2016-06-30,547
2016-07-01,548
2016-07-02,549
2016-07-03,550
2016-07-04,551
2016-07-05,552
2016-07-06,553
2016-07-07,554
2016-07-08,555
2016-07-09,556
2016-07-10,557
2016-07-11,558
2016-07-12,559
2016-07-13,560
2016-07-14,561
2016-07-15,562
2016-07-16,563
2016-07-17,564
2016-07-18,565
2016-07-19,566
2016-07-20,567
2016-07-21,568
2016-07-22,569
2016-07-23,570
2016-07-24,571
2016-07-25,572
2016-07-26,573
2016-07-27,574
2016-07-28,575
2016-07-29,576
2016-07-30,577
2016-07-31,578
2016-08-01,579
2016-08-02,580
2016-08-03,581
2016-08-04,582
2016-08-05,583
2016-08-06,584
2016-08-07,585
2016-08-08,586
2016-08-09,587
2016-08-10,588
2016-08-11,589
2016-08-12,590
2016-08-13,591
2016-08-14,592
2016-08-15,593
2016-08-16,594
2016-08-17,595
2016-08-18,596
2016-08-19,597
2016-08-20,598
2016-08-21,599
2016-08-22,600
2016-08-23,601
2016-08-24,602
2016-08-25,603
2016-08-26,604
2016-08-27,605
2016-08-28,606
2016-08-29,607
2016-08-30,608
2016-08-31,609
2016-09-01,610
2016-09-02,611
2016-09-03,612
2016-09-04,613
2016-09-05,614
2016-09-06,615
2016-09-07,616
2016-09-08,617
2016-09-09,618
2016-09-10,619
2016-09-11,620
2016-09-12,621
2016-09-13,622
2016-09-14,623
2016-09-15,624
2016-09-16,625
2016-09-17,626
2016-09-18,627
2016-09-19,628
2016-09-20,629
2016-09-21,630
2016-09-22,631
2016-09-23,632
2016-09-24,633
2016-09-25,634
2016-09-26,635
2016-09-27,636
2016-09-28,637
2016-09-29,638
2016-09-30,639
2016-10-01,640
2016-10-02,641
2016-10-03,642
2016-10-04,643
2016-10-05,644
2016-10-06,645
2016-10-07,646
2016-10-08,647
2016-10-09,648
2016-10-10,649
2016-10-11,650
2016-10-12,651
2016-10-13,652
2016-10-14,653
2016-10-15,654
2016-10-16,655
2016-10-17,656
2016-10-18,657
2016-10-19,658
2016-10-20,659
2016-10-21,660
2016-10-22,661
2016-10-23,662
2016-10-24,663
2016-10-25,664
2016-10-26,665
2016-10-27,666
2016-10-28,667
2016-10-29,668
2016-10-30,669
2016-10-31,670
2016-11-01,671
2016-11-02,672
2016-11-03,673
2016-11-04,674
2016-11-05,675
2016-11-06,676
2016-11-07,677
2016-11-08,678
2016-11-09,679
2016-11-10,680
2016-11-11,681
2016-11-12,682
2016-11-13,683
2016-11-14,684
2016-11-15,685
2016-11-16,686
2016-11-17,687
2016-11-18,688
2016-11-19,689
2016-11-20,690
2016-11-21,691
2016-11-22,692
2016-11-23,693
2016-11-24,694
2016-11-25,695
2016-11-26,696
2016-11-27,697
2016-11-28,698
2016-11-29,699
2016-11-30,700
2016-12-01,701
2016-12-02,702
2016-12-03,703
2016-12-04,704
2016-12-05,705
2016-12-06,706
2016-12-07,707
2016-12-08,708
2016-12-09,709
2016-12-10,710
2016-12-11,711
2016-12-12,712
2016-12-13,713
2016-12-14,714
2016-12-15,715
2016-12-16,716
2016-12-17,717
2016-12-18,718
2016-12-19,719
2016-12-20,720
2016-12-21,721
2016-12-22,722
2016-12-23,723
2016-12-24,724
2016-12-25,725
2016-12-26,726
2016-12-27,727
2016-12-28,728
2016-12-29,729
2016-12-30,730
2016-12-31,731
2017-01-01,732
2017-01-02,733
2017-01-03,734
2017-01-04,735
2017-01-05,736
2017-01-06,737
2017-01-07,738
2017-01-08,739
2017-01-09,740
2017-01-10,741
2017-01-11,742
2017-01-12,743
2017-01-13,744
2017-01-14,745
2017-01-15,746
2017-01-16,747
2017-01-17,748
2017-01-18,749
2017-01-19,750
2017-01-20,751
2017-01-21,752
2017-01-22,753
2017-01-23,754
2017-01-24,755
2017-01-25,756
2017-01-26,757
2017-01-27,758
2017-01-28,759
2017-01-29,760
2017-01-30,761
2017-01-31,762
2017-02-01,763
2017-02-02,764
2017-02-03,765
2017-02-04,766
2017-02-05,767
2017-02-06,768
2017-02-07,769
2017-02-08,770
2017-02-09,771
2017-02-10,772
2017-02-11,773
2017-02-12,774
2017-02-13,775
2017-02-14,776
2017-02-15,777
2017-02-16,778
2017-02-17,779
2017-02-18,780
2017-02-19,781
2017-02-20,782
2017-02-21,783
2017-02-22,784
2017-02-23,785
2017-02-24,786
2017-02-25,787
2017-02-26,788
2017-02-27,789
2017-02-28,790
2017-03-01,791
2017-03-02,792
2017-03-03,793
2017-03-04,794
2017-03-05,795
2017-03-06,796
2017-03-07,797
2017-03-08,798
2017-03-09,799
2017-03-10,800
2017-03-11,801
2017-03-12,802
2017-03-13,803
2017-03-14,804
2017-03-15,805
2017-03-16,806
2017-03-17,807
2017-03-18,808
2017-03-19,809
2017-03-20,810
2017-03-21,811
2017-03-22,812
2017-03-23,813
2017-03-24,814
2017-03-25,815
2017-03-26,816
2017-03-27,817
2017-03-28,818
2017-03-29,819
2017-03-30,820
2017-03-31,821
2017-04-01,822
2017-04-02,823
2017-04-03,824
2017-04-04,825
2017-04-05,826
2017-04-06,827
2017-04-07,828
2017-04-08,829
2017-04-09,830
2017-04-10,831
2017-04-11,832
2017-04-12,833
2017-04-13,834
2017-04-14,835
2017-04-15,836
2017-04-16,837
2017-04-17,838
2017-04-18,839
2017-04-19,840
2017-04-20,841
2017-04-21,842
2017-04-22,843
2017-04-23,844
2017-04-24,845
2017-04-25,846
2017-04-26,847
2017-04-27,848
2017-04-28,849
2017-04-29,850
2017-04-30,851
2017-05-01,852
2017-05-02,853
2017-05-03,854
2017-05-04,855
2017-05-05,856
2017-05-06,857
2017-05-07,858
2017-05-08,859
2017-05-09,860
2017-05-10,861
2017-05-11,862
2017-05-12,863
2017-05-13,864
2017-05-14,865
2017-05-15,866
2017-05-16,867
2017-05-17,868
2017-05-18,869
2017-05-19,870
2017-05-20,871
2017-05-21,872
2017-05-22,873
2017-05-23,874
2017-05-24,875
2017-05-25,876
2017-05-26,877
2017-05-27,878
2017-05-28,879
2017-05-29,880
2017-05-30,881
2017-05-31,882
2017-06-01,883
2017-06-02,884
2017-06-03,885
2017-06-04,886
2017-06-05,887
2017-06-06,888
2017-06-07,889
2017-06-08,890
2017-06-09,891
2017-06-10,892
2017-06-11,893
2017-06-12,894
2017-06-13,895
2017-06-14,896
2017-06-15,897
2017-06-16,898
2017-06-17,899
2017-06-18,900
2017-06-19,901
2017-06-20,902
2017-06-21,903
2017-06-22,904
2017-06-23,905
2017-06-24,906
2017-06-25,907
2017-06-26,908
2017-06-27,909
2017-06-28,910
2017-06-29,911
2017-06-30,912
2017-07-01,913
2017-07-02,914
2017-07-03,915
2017-07-04,916
2017-07-05,917
2017-07-06,918
2017-07-07,919
2017-07-08,920
2017-07-09,921
2017-07-10,922
2017-07-11,923
2017-07-12,924
2017-07-13,925
2017-07-14,926
2017-07-15,927
2017-07-16,928
2017-07-17,929
2017-07-18,930
2017-07-19,931
2017-07-20,932
2017-07-21,933
2017-07-22,934
2017-07-23,935
2017-07-24,936
2017-07-25,937
2017-07-26,938
2017-07-27,939
2017-07-28,940
2017-07-29,941
2017-07-30,942
2017-07-31,943
2017-08-01,944
2017-08-02,945
2017-08-03,946
2017-08-04,947
2017-08-05,948
2017-08-06,949
2017-08-07,950
2017-08-08,951
2017-08-09,952
2017-08-10,953
2017-08-11,954
2017-08-12,955
2017-08-13,956
2017-08-14,957
2017-08-15,958
2017-08-16,959
2017-08-17,960
2017-08-18,961
2017-08-19,962
2017-08-20,963
2017-08-21,964
2017-08-22,965
2017-08-23,966
2017-08-24,967
2017-08-25,968
2017-08-26,969
2017-08-27,970
2017-08-28,971
2017-08-29,972
2017-08-30,973
2017-08-31,974
2017-09-01,975
2017-09-02,976
2017-09-03,977
2017-09-04,978
2017-09-05,979
2017-09-06,980
2017-09-07,981
2017-09-08,982
2017-09-09,983
2017-09-10,984
2017-09-11,985
2017-09-12,986
2017-09-13,987
2017-09-14,988
2017-09-15,989
2017-09-16,990
2017-09-17,991
2017-09-18,992
2017-09-19,993
2017-09-20,994
2017-09-21,995
2017-09-22,996
2017-09-23,997
2017-09-24,998
2017-09-25,999
2017-09-26,1000
2017-09-27,1001
2017-09-28,1002
2017-09-29,1003
2017-09-30,1004
2017-10-01,1005
2017-10-02,1006
2017-10-03,1007
2017-10-04,1008
2017-10-05,1009
2017-10-06,1010
2017-10-07,1011
2017-10-08,1012
2017-10-09,1013
2017-10-10,1014
2017-10-11,1015
2017-10-12,1016
2017-10-13,1017
2017-10-14,1018
2017-10-15,1019
2017-10-16,1020
2017-10-17,1021
2017-10-18,1022
2017-10-19,1023
2017-10-20,1024
2017-10-21,1025
2017-10-22,1026
2017-10-23,1027
2017-10-24,1028
2017-10-25,1029
2017-10-26,1030
2017-10-27,1031
2017-10-28,1032
2017-10-29,1033
2017-10-30,1034
2017-10-31,1035
2017-11-01,1036
2017-11-02,1037
2017-11-03,1038
2017-11-04,1039
2017-11-05,1040
2017-11-06,1041
2017-11-07,1042
2017-11-08,1043
2017-11-09,1044
2017-11-10,1045
2017-11-11,1046
2017-11-12,1047
2017-11-13,1048
2017-11-14,1049
2017-11-15,1050
2017-11-16,1051
2017-11-17,1052
2017-11-18,1053
2017-11-19,1054
2017-11-20,1055
2017-11-21,1056
2017-11-22,1057
2017-11-23,1058
2017-11-24,1059
2017-11-25,1060
2017-11-26,1061
2017-11-27,1062
2017-11-28,1063
2017-11-29,1064
2017-11-30,1065
2017-12-01,1066
2017-12-02,1067
2017-12-03,1068
2017-12-04,1069
2017-12-05,1070
2017-12-06,1071
2017-12-07,1072
2017-12-08,1073
2017-12-09,1074
2017-12-10,1075
2017-12-11,1076
2017-12-12,1077
2017-12-13,1078
2017-12-14,1079
2017-12-15,1080
2017-12-16,1081
2017-12-17,1082
2017-12-18,1083
2017-12-19,1084
2017-12-20,1085
2017-12-21,1086
2017-12-22,1087
2017-12-23,1088
2017-12-24,1089
2017-12-25,1090
2017-12-26,1091
2017-12-27,1092
2017-12-28,1093
2017-12-29,1094
2017-12-30,1095
2017-12-31,1096
2018-01-01,1097
2018-01-02,1098
2018-01-03,1099
2018-01-04,1100
2018-01-05,1101
2018-01-06,1102
2018-01-07,1103
2018-01-08,1104
2018-01-09,1105
2018-01-10,1106
2018-01-11,1107
2018-01-12,1108
2018-01-13,1109
2018-01-14,1110
2018-01-15,1111
2018-01-16,1112
2018-01-17,1113
2018-01-18,1114
2018-01-19,1115
2018-01-20,1116
2018-01-21,1117
2018-01-22,1118
2018-01-23,1119
2018-01-24,1120
2018-01-25,1121
2018-01-26,1122
2018-01-27,1123
2018-01-28,1124
2018-01-29,1125
2018-01-30,1126
2018-01-31,1127
2018-02-01,1128
2018-02-02,1129
2018-02-03,1130
2018-02-04,1131
2018-02-05,1132
2018-02-06,1133
2018-02-07,1134
2018-02-08,1135
2018-02-09,1136
2018-02-10,1137
2018-02-11,1138
2018-02-12,1139
2018-02-13,1140
2018-02-14,1141
2018-02-15,1142
2018-02-16,1143
2018-02-17,1144
2018-02-18,1145
2018-02-19,1146
2018-02-20,1147
2018-02-21,1148
2018-02-22,1149
2018-02-23,1150
2018-02-24,1151
2018-02-25,1152
2018-02-26,1153
2018-02-27,1154
2018-02-28,1155
2018-03-01,1156
2018-03-02,1157
2018-03-03,1158
2018-03-04,1159
2018-03-05,1160
2018-03-06,1161
2018-03-07,1162
2018-03-08,1163
2018-03-09,1164
2018-03-10,1165
2018-03-11,1166
2018-03-12,1167
2018-03-13,1168
2018-03-14,1169
2018-03-15,1170
2018-03-16,1171
2018-03-17,1172
2018-03-18,1173
2018-03-19,1174
2018-03-20,1175
2018-03-21,1176
2018-03-22,1177
2018-03-23,1178
2018-03-24,1179
2018-03-25,1180
2018-03-26,1181
2018-03-27,1182
2018-03-28,1183
2018-03-29,1184
2018-03-30,1185
2018-03-31,1186
2018-04-01,1187
2018-04-02,1188
2018-04-03,1189
2018-04-04,1190
2018-04-05,1191
2018-04-06,1192
2018-04-07,1193
2018-04-08,1194
2018-04-09,1195
2018-04-10,1196
2018-04-11,1197
2018-04-12,1198
2018-04-13,1199
2018-04-14,1200
2018-04-15,1201
2018-04-16,1202
2018-04-17,1203
2018-04-18,1204
2018-04-19,1205
2018-04-20,1206
2018-04-21,1207
2018-04-22,1208
2018-04-23,1209
2018-04-24,1210
2018-04-25,1211
2018-04-26,1212
2018-04-27,1213
2018-04-28,1214
2018-04-29,1215
2018-04-30,1216
2018-05-01,1217
2018-05-02,1218
2018-05-03,1219
2018-05-04,1220
2018-05-05,1221
2018-05-06,1222
2018-05-07,1223
2018-05-08,1224
2018-05-09,1225
2018-05-10,1226
2018-05-11,1227
2018-05-12,1228
2018-05-13,1229
2018-05-14,1230
2018-05-15,1231
2018-05-16,1232
2018-05-17,1233
2018-05-18,1234
2018-05-19,1235
2018-05-20,1236
2018-05-21,1237
2018-05-22,1238
2018-05-23,1239
2018-05-24,1240
2018-05-25,1241
2018-05-26,1242
2018-05-27,1243
2018-05-28,1244
2018-05-29,1245
2018-05-30,1246
2018-05-31,1247
2018-06-01,1248
2018-06-02,1249
2018-06-03,1250
2018-06-04,1251
2018-06-05,1252
2018-06-06,1253
2018-06-07,1254
2018-06-08,1255
2018-06-09,1256
2018-06-10,1257
2018-06-11,1258
2018-06-12,1259
2018-06-13,1260
2018-06-14,1261
2018-06-15,1262
2018-06-16,1263
2018-06-17,1264
2018-06-18,1265
2018-06-19,1266
2018-06-20,1267
2018-06-21,1268
2018-06-22,1269
2018-06-23,1270
2018-06-24,1271
2018-06-25,1272
2018-06-26,1273
2018-06-27,1274
2018-06-28,1275
2018-06-29,1276
2018-06-30,1277
2018-07-01,1278
2018-07-02,1279
2018-07-03,1280
2018-07-04,1281
2018-07-05,1282
2018-07-06,1283
2018-07-07,1284
2018-07-08,1285
2018-07-09,1286
2018-07-10,1287
2018-07-11,1288
2018-07-12,1289
2018-07-13,1290
2018-07-14,1291
2018-07-15,1292
2018-07-16,1293
2018-07-17,1294
2018-07-18,1295
2018-07-19,1296
2018-07-20,1297
2018-07-21,1298
2018-07-22,1299
2018-07-23,1300
2018-07-24,1301
2018-07-25,1302
2018-07-26,1303
2018-07-27,1304
2018-07-28,1305
2018-07-29,1306
2018-07-30,1307
2018-07-31,1308
2018-08-01,1309
2018-08-02,1310
2018-08-03,1311
2018-08-04,1312
2018-08-05,1313
2018-08-06,1314
2018-08-07,1315
2018-08-08,1316
2018-08-09,1317
2018-08-10,1318
2018-08-11,1319
2018-08-12,1320
2018-08-13,1321
2018-08-14,1322
2018-08-15,1323
2018-08-16,1324
2018-08-17,1325
2018-08-18,1326
2018-08-19,1327
2018-08-20,1328
2018-08-21,1329
2018-08-22,1330
2018-08-23,1331
2018-08-24,1332
2018-08-25,1333
2018-08-26,1334
2018-08-27,1335
2018-08-28,1336
2018-08-29,1337
2018-08-30,1338
2018-08-31,1339
2018-09-01,1340
2018-09-02,1341
2018-09-03,1342
2018-09-04,1343
2018-09-05,1344
2018-09-06,1345
2018-09-07,1346
2018-09-08,1347
2018-09-09,1348
2018-09-10,1349
2018-09-11,1350
2018-09-12,1351
2018-09-13,1352
2018-09-14,1353
2018-09-15,1354
2018-09-16,1355
2018-09-17,1356
2018-09-18,1357
2018-09-19,1358
2018-09-20,1359
2018-09-21,1360
2018-09-22,1361
2018-09-23,1362
2018-09-24,1363
2018-09-25,1364
2018-09-26,1365
2018-09-27,1366
2018-09-28,1367
2018-09-29,1368
2018-09-30,1369
2018-10-01,1370
2018-10-02,1371
2018-10-03,1372
2018-10-04,1373
2018-10-05,1374
2018-10-06,1375
2018-10-07,1376
2018-10-08,1377
2018-10-09,1378
2018-10-10,1379
2018-10-11,1380
2018-10-12,1381
2018-10-13,1382
2018-10-14,1383
2018-10-15,1384
2018-10-16,1385
2018-10-17,1386
2018-10-18,1387
2018-10-19,1388
2018-10-20,1389
2018-10-21,1390
2018-10-22,1391
2018-10-23,1392
2018-10-24,1393
2018-10-25,1394
2018-10-26,1395
2018-10-27,1396
2018-10-28,1397
2018-10-29,1398
2018-10-30,1399
2018-10-31,1400
2018-11-01,1401
2018-11-02,1402
2018-11-03,1403
2018-11-04,1404
2018-11-05,1405
2018-11-06,1406
2018-11-07,1407
2018-11-08,1408
2018-11-09,1409
2018-11-10,1410
2018-11-11,1411
2018-11-12,1412
2018-11-13,1413
2018-11-14,1414
2018-11-15,1415
2018-11-16,1416
2018-11-17,1417
2018-11-18,1418
2018-11-19,1419
2018-11-20,1420
2018-11-21,1421
2018-11-22,1422
2018-11-23,1423
2018-11-24,1424
2018-11-25,1425
2018-11-26,1426
2018-11-27,1427
2018-11-28,1428
2018-11-29,1429
2018-11-30,1430
2018-12-01,1431
2018-12-02,1432
2018-12-03,1433
2018-12-04,1434
2018-12-05,1435
2018-12-06,1436
2018-12-07,1437
2018-12-08,1438
2018-12-09,1439
2018-12-10,1440
2018-12-11,1441
2018-12-12,1442
2018-12-13,1443
2018-12-14,1444
2018-12-15,1445
2018-12-16,1446
2018-12-17,1447
2018-12-18,1448
2018-12-19,1449
2018-12-20,1450
2018-12-21,1451
2018-12-22,1452
2018-12-23,1453
2018-12-24,1454
2018-12-25,1455
2018-12-26,1456
2018-12-27,1457
2018-12-28,1458
2018-12-29,1459
2018-12-30,1460
2018-12-31,1461
2019-01-01,1462
2019-01-02,1463
2019-01-03,1464
2019-01-04,1465
2019-01-05,1466
2019-01-06,1467
2019-01-07,1468
2019-01-08,1469
2019-01-09,1470
2019-01-10,1471
2019-01-11,1472
2019-01-12,1473
2019-01-13,1474
2019-01-14,1475
2019-01-15,1476
2019-01-16,1477
2019-01-17,1478
2019-01-18,1479
2019-01-19,1480
2019-01-20,1481
2019-01-21,1482
2019-01-22,1483
2019-01-23,1484
2019-01-24,1485
2019-01-25,1486
2019-01-26,1487
2019-01-27,1488
2019-01-28,1489
2019-01-29,1490
2019-01-30,1491
2019-01-31,1492
2019-02-01,1493
2019-02-02,1494
2019-02-03,1495
2019-02-04,1496
2019-02-05,1497
2019-02-06,1498
